index,org_code,period,attendances,breaches
1368,RTP,Dec-16,"8,662.0",883.0
1370,RBA,Dec-16,"5,388.0",460.0
1372,RDZ,Dec-16,"6,080.0",433.0
1374,RA9,Dec-16,"5,959.0","1,128.0"
1376,RHM,Dec-16,"8,467.0","1,280.0"
1378,RA7,Dec-16,"9,091.0","2,196.0"
1380,RYR,Dec-16,"11,485.0","1,106.0"
1382,RA3,Dec-16,"4,235.0","1,413.0"
1387,RA4,Dec-16,"4,082.0",245.0
1388,RF4,Nov-16,"20,117.0","2,612.0"
1391,R1H,Nov-16,"28,843.0","5,298.0"
1396,RQM,Nov-16,"16,478.0","1,985.0"
1398,RJ6,Nov-16,"6,179.0","1,044.0"
1402,RVR,Nov-16,"12,294.0",562.0
1404,RJ1,Nov-16,"12,129.0","2,487.0"
1408,RQX,Nov-16,"9,946.0",663.0
1410,RYJ,Nov-16,"9,741.0","3,094.0"
1413,RJZ,Nov-16,"16,842.0","4,568.0"
1416,RAX,Nov-16,"8,776.0","1,159.0"
1418,RJ2,Nov-16,"17,774.0","3,695.0"
1420,R1K,Nov-16,"11,526.0","4,062.0"
1424,RAP,Nov-16,"13,981.0","2,301.0"
1428,RAL,Nov-16,"18,771.0","3,278.0"
1431,RJ7,Nov-16,"12,654.0",911.0
1434,RAS,Nov-16,"5,701.0","2,295.0"
1438,RKE,Nov-16,"8,271.0","1,232.0"
1439,RRV,Nov-16,"11,512.0","1,673.0"
1443,RDD,Nov-16,"11,284.0",789.0
1444,RC1,Nov-16,"5,998.0",434.0
1446,RQ3,Nov-16,"5,680.0",584.0
1447,RJF,Nov-16,"5,081.0",780.0
1449,RGT,Nov-16,"9,273.0","2,545.0"
1451,RFS,Nov-16,"6,674.0",634.0
1453,RDE,Nov-16,"7,028.0",898.0
1455,RTG,Nov-16,"10,817.0","1,777.0"
1459,RWH,Nov-16,"9,063.0","1,416.0"
1463,RLT,Nov-16,"6,425.0",931.0
1466,RR1,Nov-16,"18,764.0","3,164.0"
1469,RQQ,Nov-16,"3,696.0",736.0
1470,RGQ,Nov-16,"7,134.0","1,032.0"
1472,RGP,Nov-16,"5,767.0",569.0
1474,RNQ,Nov-16,"7,145.0","1,526.0"
1478,RC9,Nov-16,"8,316.0",126.0
1483,RQ8,Nov-16,"7,393.0","1,256.0"
1485,RD8,Nov-16,"7,112.0",969.0
1488,RM1,Nov-16,"9,373.0","1,410.0"
1491,RGN,Nov-16,"7,912.0","2,224.0"
1493,RNS,Nov-16,"8,699.0","1,609.0"
1497,RX1,Nov-16,"14,832.0","3,513.0"
1504,RXK,Nov-16,"14,002.0","3,224.0"
1507,RK5,Nov-16,"8,493.0",535.0
1509,RXW,Nov-16,"9,692.0","2,345.0"
1514,RJC,Nov-16,"5,116.0",201.0
1516,RAJ,Nov-16,"8,083.0","1,862.0"
1518,RNA,Nov-16,"8,501.0","1,183.0"
1520,RQW,Nov-16,"8,533.0","2,512.0"
1521,RCX,Nov-16,"4,913.0",467.0
1522,RL4,Nov-16,"10,573.0","1,460.0"
1524,RWD,Nov-16,"12,422.0","2,162.0"
1525,RRK,Nov-16,"9,422.0","1,759.0"
1526,RKB,Nov-16,"12,101.0","2,976.0"
1529,RWE,Nov-16,"12,570.0","4,447.0"
1532,RJE,Nov-16,"14,356.0","4,635.0"
1535,RBK,Nov-16,"6,175.0","1,843.0"
1538,RWG,Nov-16,"7,880.0","1,841.0"
1540,RGR,Nov-16,"5,358.0",830.0
1541,RWP,Nov-16,"9,563.0","3,122.0"
1544,RLQ,Nov-16,"4,398.0",994.0
1546,REM,Nov-16,"6,607.0","2,446.0"
1548,RCF,Nov-16,"4,585.0",421.0
1549,RBS,Nov-16,"5,228.0",420.0
1550,RFF,Nov-16,"6,788.0",832.0
1551,RXL,Nov-16,"6,752.0","1,687.0"
1553,RMC,Nov-16,"9,209.0","1,889.0"
1554,RAE,Nov-16,"11,184.0","1,668.0"
1557,RWY,Nov-16,"12,238.0",732.0
1559,RW3,Nov-16,"12,637.0","2,357.0"
1562,RLN,Nov-16,"7,810.0",638.0
1565,RJR,Nov-16,"5,662.0",730.0
1567,RXP,Nov-16,"10,727.0","1,865.0"
1570,RP5,Nov-16,"10,868.0","1,247.0"
1572,RJN,Nov-16,"3,976.0",763.0
1574,RXR,Nov-16,"8,965.0","2,636.0"
1577,RR7,Nov-16,"7,180.0",498.0
1579,RCD,Nov-16,"3,959.0",295.0
1581,RWA,Nov-16,"10,758.0","2,303.0"
1584,RXN,Nov-16,"7,255.0","1,880.0"
1587,RR8,Nov-16,"17,848.0","3,721.0"
1593,RBT,Nov-16,"4,886.0",443.0
1595,RXF,Nov-16,"19,295.0","4,303.0"
1596,RNL,Nov-16,"7,325.0","1,038.0"
1597,RVW,Nov-16,"5,748.0",327.0
1601,RJL,Nov-16,"10,617.0","1,916.0"
1603,RTF,Nov-16,"13,756.0",908.0
1605,RW6,Nov-16,"22,461.0","5,318.0"
1608,RQ6,Nov-16,"7,498.0","2,383.0"
1611,RM3,Nov-16,"8,564.0","1,696.0"
1612,RCU,Nov-16,"5,089.0",196.0
1613,RHQ,Nov-16,"9,067.0","2,265.0"
1616,RTR,Nov-16,"10,066.0",705.0
1618,RE9,Nov-16,"4,827.0",432.0
1620,RVY,Nov-16,"6,163.0",685.0
1622,RBN,Nov-16,"8,559.0","2,225.0"
1624,RWJ,Nov-16,"7,749.0","1,638.0"
1625,RMP,Nov-16,"7,029.0",943.0
1626,RTD,Nov-16,"10,653.0","1,154.0"
1629,RM2,Nov-16,"8,131.0","1,066.0"
1630,RTX,Nov-16,"6,951.0","1,307.0"
1632,RWW,Nov-16,"6,560.0",834.0
1635,RBL,Nov-16,"7,840.0","1,179.0"
1638,RRF,Nov-16,"7,235.0","1,192.0"
1639,RCB,Nov-16,"8,771.0","2,708.0"
1641,RTK,Nov-16,"8,510.0","1,081.0"
1647,RXH,Nov-16,"12,494.0","2,432.0"
1650,RXQ,Nov-16,"6,957.0","1,376.0"
1656,RN7,Nov-16,"8,490.0",971.0
1658,RBD,Nov-16,"3,459.0",145.0
1660,RVV,Nov-16,"12,064.0","4,115.0"
1662,RXC,Nov-16,"8,989.0","1,583.0"
1664,RDU,Nov-16,"19,752.0","1,722.0"
1666,RTE,Nov-16,"11,045.0","1,478.0"
1667,RN3,Nov-16,"6,815.0","1,924.0"
1669,RN5,Nov-16,"8,991.0","1,042.0"
1672,R1F,Nov-16,"3,008.0",705.0
1676,RWF,Nov-16,"11,651.0","1,793.0"
1678,RPA,Nov-16,"9,429.0","2,167.0"
1679,RVJ,Nov-16,"6,748.0","1,301.0"
1680,RBZ,Nov-16,"3,452.0",404.0
1684,RTH,Nov-16,"10,867.0",725.0
1687,RK9,Nov-16,"8,249.0","1,381.0"
1689,RD3,Nov-16,"5,397.0",463.0
1691,RHU,Nov-16,"9,273.0","2,900.0"
1695,RHW,Nov-16,"9,249.0",701.0
1697,REF,Nov-16,"5,464.0","1,257.0"
1699,RH8,Nov-16,"8,143.0",560.0
1701,RA2,Nov-16,"5,747.0",686.0
1702,RD1,Nov-16,"5,888.0","1,268.0"
1704,RNZ,Nov-16,"3,731.0",420.0
1712,RTP,Nov-16,"8,077.0",396.0
1714,RBA,Nov-16,"5,141.0",332.0
1716,RDZ,Nov-16,"6,025.0",312.0
1718,RA9,Nov-16,"5,764.0",695.0
1720,RHM,Nov-16,"8,429.0","1,365.0"
1722,RA7,Nov-16,"9,625.0","2,445.0"
1724,RYR,Nov-16,"11,063.0",671.0
1726,RA3,Nov-16,"4,170.0","1,004.0"
1731,RA4,Nov-16,"3,821.0",178.0
1732,RF4,Oct-16,"20,513.0","2,797.0"
1735,R1H,Oct-16,"29,209.0","5,025.0"
1740,RQM,Oct-16,"16,564.0","2,061.0"
1742,RJ6,Oct-16,"6,328.0","1,239.0"
1746,RVR,Oct-16,"12,270.0",327.0
1748,RJ1,Oct-16,"12,482.0","2,152.0"
1752,RQX,Oct-16,"10,183.0",679.0
1754,RYJ,Oct-16,"9,713.0","2,905.0"
1757,RJZ,Oct-16,"16,936.0","4,252.0"
1760,RAX,Oct-16,"9,267.0","1,068.0"
1762,RJ2,Oct-16,"17,756.0","3,669.0"
1764,R1K,Oct-16,"11,857.0","3,752.0"
1768,RAP,Oct-16,"14,014.0","1,729.0"
1772,RAL,Oct-16,"18,804.0","3,222.0"
1775,RJ7,Oct-16,"13,155.0",989.0
1778,RAS,Oct-16,"5,405.0","2,341.0"
1782,RKE,Oct-16,"8,253.0",979.0
1783,RRV,Oct-16,"11,861.0","1,592.0"
1787,RDD,Oct-16,"11,582.0","1,334.0"
1788,RC1,Oct-16,"6,193.0",778.0
1790,RQ3,Oct-16,"5,289.0",347.0
1791,RJF,Oct-16,"5,341.0",834.0
1793,RGT,Oct-16,"9,708.0","2,324.0"
1795,RFS,Oct-16,"6,690.0",551.0
1797,RDE,Oct-16,"7,639.0","1,092.0"
1800,RTG,Oct-16,"11,761.0","1,650.0"
1804,RWH,Oct-16,"9,198.0","1,623.0"
1808,RLT,Oct-16,"6,597.0",927.0
1811,RR1,Oct-16,"19,404.0","3,149.0"
1814,RQQ,Oct-16,"4,004.0",762.0
1815,RGQ,Oct-16,"7,353.0",491.0
1817,RGP,Oct-16,"6,224.0",884.0
1819,RNQ,Oct-16,"7,404.0",895.0
1823,RC9,Oct-16,"8,723.0",137.0
1828,RQ8,Oct-16,"7,959.0","1,600.0"
1830,RD8,Oct-16,"7,330.0","1,062.0"
1832,RM1,Oct-16,"9,976.0","1,464.0"
1835,RGN,Oct-16,"8,055.0","1,612.0"
1837,RNS,Oct-16,"9,211.0","1,548.0"
1841,RX1,Oct-16,"15,410.0","3,523.0"
1848,RXK,Oct-16,"14,272.0","2,663.0"
1851,RK5,Oct-16,"8,612.0",473.0
1853,RXW,Oct-16,"10,400.0","2,630.0"
1858,RJC,Oct-16,"5,582.0",253.0
1860,RAJ,Oct-16,"8,472.0","1,977.0"
1862,RNA,Oct-16,"8,907.0",686.0
1864,RQW,Oct-16,"8,666.0","1,973.0"
1866,RCX,Oct-16,"5,455.0",578.0
1867,RL4,Oct-16,"11,108.0","1,468.0"
1869,RWD,Oct-16,"12,969.0","2,416.0"
1870,RRK,Oct-16,"10,075.0","2,013.0"
1871,RKB,Oct-16,"12,315.0","2,369.0"
1874,RWE,Oct-16,"12,514.0","4,333.0"
1877,RJE,Oct-16,"15,000.0","4,731.0"
1880,RBK,Oct-16,"6,388.0","1,921.0"
1883,RWG,Oct-16,"7,949.0","2,097.0"
1885,RGR,Oct-16,"5,814.0",806.0
1886,RWP,Oct-16,"10,269.0","3,029.0"
1889,RLQ,Oct-16,"4,504.0",984.0
1891,REM,Oct-16,"7,184.0","2,135.0"
1893,RCF,Oct-16,"4,852.0",477.0
1894,RBS,Oct-16,"5,259.0",259.0
1895,RFF,Oct-16,"7,097.0",484.0
1896,RXL,Oct-16,"7,794.0","1,971.0"
1898,RMC,Oct-16,"9,655.0","1,782.0"
1899,RAE,Oct-16,"11,514.0","1,722.0"
1902,RWY,Oct-16,"12,915.0",664.0
1904,RW3,Oct-16,"13,359.0","2,120.0"
1907,RLN,Oct-16,"8,078.0",839.0
1910,RJR,Oct-16,"6,394.0","1,384.0"
1912,RXP,Oct-16,"11,166.0","1,353.0"
1915,RP5,Oct-16,"11,372.0",999.0
1917,RJN,Oct-16,"4,234.0",805.0
1919,RXR,Oct-16,"9,761.0","2,072.0"
1922,RR7,Oct-16,"7,614.0",460.0
1924,RCD,Oct-16,"3,968.0",237.0
1926,RWA,Oct-16,"11,219.0","2,584.0"
1929,RXN,Oct-16,"7,676.0","2,050.0"
1932,RR8,Oct-16,"18,780.0","3,012.0"
1938,RBT,Oct-16,"5,492.0",813.0
1940,RXF,Oct-16,"20,172.0","3,934.0"
1941,RNL,Oct-16,"8,173.0",964.0
1942,RVW,Oct-16,"5,894.0",273.0
1946,RJL,Oct-16,"11,530.0","1,484.0"
1948,RTF,Oct-16,"14,484.0","1,083.0"
1950,RW6,Oct-16,"22,954.0","4,862.0"
1953,RQ6,Oct-16,"8,167.0","2,252.0"
1956,RM3,Oct-16,"8,922.0","1,102.0"
1957,RCU,Oct-16,"5,003.0",138.0
1958,RHQ,Oct-16,"9,983.0","2,623.0"
1961,RTR,Oct-16,"10,797.0",796.0
1963,RE9,Oct-16,"5,131.0",414.0
1965,RVY,Oct-16,"6,715.0",931.0
1967,RBN,Oct-16,"8,845.0","2,268.0"
1969,RWJ,Oct-16,"8,186.0","1,832.0"
1970,RMP,Oct-16,"7,394.0","1,176.0"
1971,RTD,Oct-16,"11,357.0",746.0
1974,RFR,Oct-16,"6,606.0",979.0
1975,RM2,Oct-16,"8,437.0",872.0
1976,RTX,Oct-16,"7,663.0","1,170.0"
1978,RWW,Oct-16,"6,918.0",836.0
1981,RBL,Oct-16,"8,007.0","1,152.0"
1984,RRF,Oct-16,"7,896.0","1,224.0"
1985,RCB,Oct-16,"9,370.0","2,374.0"
1987,RTK,Oct-16,"8,769.0",987.0
1993,RXH,Oct-16,"13,053.0","2,444.0"
1996,RXQ,Oct-16,"7,163.0","1,171.0"
2002,RN7,Oct-16,"8,670.0","1,416.0"
2004,RBD,Oct-16,"3,763.0",251.0
2006,RVV,Oct-16,"12,700.0","3,703.0"
2008,RXC,Oct-16,"9,396.0","2,063.0"
2009,RDU,Oct-16,"20,345.0","1,047.0"
2011,RTE,Oct-16,"11,697.0","1,633.0"
2012,RN3,Oct-16,"7,240.0","1,822.0"
2014,RN5,Oct-16,"9,278.0",863.0
2017,R1F,Oct-16,"3,400.0",819.0
2021,RWF,Oct-16,"12,047.0","1,534.0"
2023,RPA,Oct-16,"9,656.0","1,949.0"
2024,RVJ,Oct-16,"7,515.0","1,761.0"
2025,RBZ,Oct-16,"3,915.0",509.0
2029,RTH,Oct-16,"11,639.0","3,469.0"
2032,RK9,Oct-16,"8,475.0","1,074.0"
2034,RD3,Oct-16,"5,627.0",649.0
2035,RHU,Oct-16,"9,512.0","2,923.0"
2039,RHW,Oct-16,"9,255.0",721.0
2041,REF,Oct-16,"5,975.0","1,735.0"
2043,RH8,Oct-16,"8,612.0",795.0
2045,RA2,Oct-16,"5,934.0",810.0
2046,RD1,Oct-16,"6,160.0",610.0
2048,RNZ,Oct-16,"4,028.0",326.0
2055,RTP,Oct-16,"8,347.0",386.0
2057,RBA,Oct-16,"5,506.0",537.0
2059,RDZ,Oct-16,"6,452.0",360.0
2061,RA9,Oct-16,"6,153.0",408.0
2063,RHM,Oct-16,"8,654.0","1,130.0"
2065,RA7,Oct-16,"9,378.0","1,888.0"
2067,RYR,Oct-16,"11,761.0",822.0
2069,RA3,Oct-16,"4,636.0","1,331.0"
2074,RA4,Oct-16,"3,981.0",186.0
2075,RF4,Sep-16,"19,435.0","2,141.0"
2078,R1H,Sep-16,"28,857.0","3,879.0"
2083,RQM,Sep-16,"15,918.0","1,388.0"
2085,RJ6,Sep-16,"5,885.0",911.0
2089,RVR,Sep-16,"12,184.0",353.0
2091,RJ1,Sep-16,"12,240.0","1,745.0"
2095,RQX,Sep-16,"10,089.0",542.0
2097,RYJ,Sep-16,"9,515.0","2,595.0"
2100,RJZ,Sep-16,"16,771.0","4,042.0"
2103,RAX,Sep-16,"8,796.0",759.0
2105,RJ2,Sep-16,"17,094.0","2,873.0"
2107,R1K,Sep-16,"11,733.0","3,227.0"
2111,RAP,Sep-16,"13,251.0","1,633.0"
2115,RAL,Sep-16,"18,436.0","2,626.0"
2118,RJ7,Sep-16,"12,699.0","1,107.0"
2121,RAS,Sep-16,"5,222.0","1,950.0"
2125,RKE,Sep-16,"8,020.0",531.0
2126,RRV,Sep-16,"11,401.0","1,492.0"
2130,RDD,Sep-16,"11,182.0","1,080.0"
2131,RC1,Sep-16,"6,068.0",568.0
2133,RQ3,Sep-16,"4,740.0",201.0
2134,RJF,Sep-16,"5,287.0",784.0
2136,RGT,Sep-16,"9,345.0","2,677.0"
2138,RFS,Sep-16,"6,537.0",565.0
2140,RDE,Sep-16,"7,386.0",413.0
2143,RTG,Sep-16,"11,344.0","1,957.0"
2147,RWH,Sep-16,"8,891.0","2,291.0"
2151,RLT,Sep-16,"6,363.0",584.0
2155,RR1,Sep-16,"18,682.0","2,905.0"
2158,RQQ,Sep-16,"3,997.0",814.0
2159,RGQ,Sep-16,"7,508.0",782.0
2161,RGP,Sep-16,"6,446.0",759.0
2162,RNQ,Sep-16,"7,205.0",662.0
2166,RC9,Sep-16,"8,298.0",102.0
2171,RQ8,Sep-16,"7,926.0","1,277.0"
2173,RD8,Sep-16,"7,178.0",671.0
2175,RM1,Sep-16,"9,787.0",951.0
2178,RGN,Sep-16,"7,872.0","1,201.0"
2180,RNS,Sep-16,"8,948.0","1,069.0"
2184,RX1,Sep-16,"14,328.0","3,001.0"
2191,RXK,Sep-16,"14,180.0","2,020.0"
2194,RK5,Sep-16,"9,138.0",604.0
2196,RXW,Sep-16,"10,012.0","2,131.0"
2202,RJC,Sep-16,"5,230.0",279.0
2204,RAJ,Sep-16,"8,485.0","1,661.0"
2206,RNA,Sep-16,"8,612.0",677.0
2208,RQW,Sep-16,"8,196.0","2,258.0"
2210,RCX,Sep-16,"5,325.0",191.0
2211,RL4,Sep-16,"10,999.0","1,123.0"
2213,RWD,Sep-16,"12,673.0","2,737.0"
2214,RRK,Sep-16,"9,578.0","1,751.0"
2215,RKB,Sep-16,"11,266.0","1,502.0"
2218,RWE,Sep-16,"12,668.0","3,818.0"
2221,RJE,Sep-16,"14,011.0","3,986.0"
2224,RBK,Sep-16,"6,159.0","1,312.0"
2227,RWG,Sep-16,"7,677.0","1,723.0"
2229,RGR,Sep-16,"5,717.0",674.0
2230,RWP,Sep-16,"9,872.0","2,721.0"
2233,RLQ,Sep-16,"4,570.0","1,078.0"
2235,REM,Sep-16,"6,937.0","2,128.0"
2237,RCF,Sep-16,"4,723.0",409.0
2238,RBS,Sep-16,"4,625.0",173.0
2239,RFF,Sep-16,"6,962.0",369.0
2240,RXL,Sep-16,"7,332.0","1,769.0"
2242,RMC,Sep-16,"9,293.0","1,201.0"
2243,RAE,Sep-16,"11,070.0","1,308.0"
2246,RWY,Sep-16,"12,911.0",725.0
2248,RW3,Sep-16,"12,756.0","1,928.0"
2251,RLN,Sep-16,"7,076.0",708.0
2254,RJR,Sep-16,"6,246.0",766.0
2256,RXP,Sep-16,"10,859.0","1,077.0"
2259,RP5,Sep-16,"11,409.0",840.0
2261,RJN,Sep-16,"4,140.0",680.0
2263,RXR,Sep-16,"9,259.0","2,181.0"
2266,RR7,Sep-16,"7,239.0",315.0
2268,RCD,Sep-16,"4,015.0",185.0
2270,RWA,Sep-16,"11,011.0","1,635.0"
2273,RXN,Sep-16,"7,527.0","1,119.0"
2276,RR8,Sep-16,"17,863.0","2,024.0"
2282,RBT,Sep-16,"5,235.0",571.0
2284,RXF,Sep-16,"19,679.0","3,083.0"
2285,RNL,Sep-16,"7,804.0",887.0
2286,RVW,Sep-16,"6,016.0",386.0
2290,RJL,Sep-16,"11,207.0",981.0
2292,RTF,Sep-16,"14,706.0",738.0
2294,RW6,Sep-16,"22,098.0","3,871.0"
2297,RQ6,Sep-16,"7,619.0","2,113.0"
2300,RM3,Sep-16,"8,252.0",661.0
2301,RCU,Sep-16,"4,482.0",70.0
2302,RHQ,Sep-16,"9,270.0","1,298.0"
2305,RTR,Sep-16,"10,703.0",571.0
2307,RE9,Sep-16,"4,952.0",403.0
2309,RVY,Sep-16,"6,436.0",953.0
2311,RBN,Sep-16,"8,493.0","1,728.0"
2313,RWJ,Sep-16,"8,008.0","2,309.0"
2314,RMP,Sep-16,"7,110.0","1,224.0"
2315,RTD,Sep-16,"10,138.0",536.0
2318,RFR,Sep-16,"6,439.0",466.0
2319,RM2,Sep-16,"8,183.0",426.0
2320,RTX,Sep-16,"7,384.0","1,556.0"
2322,RWW,Sep-16,"6,729.0",533.0
2325,RBL,Sep-16,"7,832.0","1,108.0"
2328,RRF,Sep-16,"7,256.0",584.0
2329,RCB,Sep-16,"9,121.0","1,451.0"
2331,RTK,Sep-16,"8,165.0",940.0
2336,RXH,Sep-16,"12,501.0","2,216.0"
2339,RXQ,Sep-16,"6,932.0",932.0
2345,RN7,Sep-16,"8,390.0",768.0
2347,RBD,Sep-16,"3,686.0",260.0
2349,RVV,Sep-16,"12,873.0","2,811.0"
2351,RXC,Sep-16,"9,470.0","1,846.0"
2352,RDU,Sep-16,"19,981.0",829.0
2354,RTE,Sep-16,"11,303.0","1,250.0"
2355,RN3,Sep-16,"6,865.0","1,245.0"
2357,RN5,Sep-16,"9,023.0","1,026.0"
2360,R1F,Sep-16,"3,634.0",743.0
2364,RWF,Sep-16,"11,939.0","1,499.0"
2366,RPA,Sep-16,"9,699.0","1,830.0"
2367,RVJ,Sep-16,"7,329.0","1,194.0"
2368,RBZ,Sep-16,"3,705.0",417.0
2372,RTH,Sep-16,"10,914.0","2,169.0"
2375,RK9,Sep-16,"8,166.0","1,321.0"
2377,RD3,Sep-16,"5,527.0",500.0
2378,RHU,Sep-16,"9,274.0","2,382.0"
2382,RHW,Sep-16,"9,120.0","1,007.0"
2384,REF,Sep-16,"5,984.0","1,436.0"
2386,RH8,Sep-16,"8,358.0",950.0
2387,RA2,Sep-16,"5,956.0","1,043.0"
2388,RD1,Sep-16,"6,069.0",821.0
2390,RNZ,Sep-16,"4,008.0",311.0
2397,RTP,Sep-16,"7,950.0",283.0
2399,RBA,Sep-16,"5,589.0",670.0
2401,RDZ,Sep-16,"6,352.0",427.0
2403,RA9,Sep-16,"6,142.0",698.0
2405,RHM,Sep-16,"8,147.0",563.0
2407,RA7,Sep-16,"8,753.0","1,334.0"
2409,RYR,Sep-16,"11,753.0",523.0
2411,RA3,Sep-16,"4,617.0",957.0
2416,RA4,Sep-16,"3,767.0",236.0
2417,RF4,Aug-16,"18,825.0","1,724.0"
2420,R1H,Aug-16,"27,117.0","3,889.0"
2425,RQM,Aug-16,"15,084.0","1,110.0"
2427,RJ6,Aug-16,"5,617.0",597.0
2431,RVR,Aug-16,"11,602.0",457.0
2433,RJ1,Aug-16,"11,956.0","1,685.0"
2437,RQX,Aug-16,"9,684.0",339.0
2439,RYJ,Aug-16,"9,228.0","2,037.0"
2442,RJZ,Aug-16,"16,316.0","2,572.0"
2445,RAX,Aug-16,"8,210.0",799.0
2447,RJ2,Aug-16,"16,375.0","2,918.0"
2449,R1K,Aug-16,"11,421.0","2,179.0"
2453,RAP,Aug-16,"12,147.0",911.0
2458,RAL,Aug-16,"17,629.0","2,066.0"
2461,RJ7,Aug-16,"12,469.0","1,003.0"
2464,RAS,Aug-16,"4,913.0","2,041.0"
2468,RKE,Aug-16,"7,513.0",545.0
2469,RRV,Aug-16,"11,302.0","1,066.0"
2473,RDD,Aug-16,"10,678.0","1,272.0"
2474,RC1,Aug-16,"5,864.0",508.0
2477,RQ3,Aug-16,"3,823.0",16.0
2478,RJF,Aug-16,"5,376.0","1,220.0"
2480,RGT,Aug-16,"9,040.0","1,558.0"
2482,RFS,Aug-16,"6,673.0",896.0
2484,RDE,Aug-16,"7,171.0","1,322.0"
2487,RTG,Aug-16,"10,971.0","1,313.0"
2491,RWH,Aug-16,"8,540.0","2,243.0"
2495,RLT,Aug-16,"6,056.0",278.0
2499,RR1,Aug-16,"18,017.0","1,688.0"
2502,RQQ,Aug-16,"3,875.0",677.0
2503,RGQ,Aug-16,"7,442.0",667.0
2505,RGP,Aug-16,"6,789.0",718.0
2506,RNQ,Aug-16,"7,365.0",951.0
2510,RC9,Aug-16,"7,933.0",96.0
2515,RQ8,Aug-16,"7,648.0","1,537.0"
2517,RD8,Aug-16,"7,055.0","1,022.0"
2519,RM1,Aug-16,"10,060.0","1,296.0"
2522,RGN,Aug-16,"7,835.0",941.0
2524,RNS,Aug-16,"8,553.0",697.0
2528,RX1,Aug-16,"13,915.0","4,788.0"
2535,RXK,Aug-16,"13,315.0","1,853.0"
2538,RK5,Aug-16,"8,894.0",482.0
2540,RXW,Aug-16,"10,201.0","2,113.0"
2546,RJC,Aug-16,"5,056.0",189.0
2548,RAJ,Aug-16,"8,525.0","1,162.0"
2550,RNA,Aug-16,"8,575.0",603.0
2552,RQW,Aug-16,"8,144.0","1,970.0"
2554,RCX,Aug-16,"5,455.0",270.0
2555,RL4,Aug-16,"10,700.0","1,768.0"
2557,RWD,Aug-16,"13,375.0","2,969.0"
2558,RRK,Aug-16,"9,584.0","1,771.0"
2559,RKB,Aug-16,"10,892.0","1,546.0"
2562,RWE,Aug-16,"12,098.0","3,716.0"
2565,RJE,Aug-16,"14,568.0","3,214.0"
2568,RBK,Aug-16,"5,747.0","1,223.0"
2571,RWG,Aug-16,"7,363.0","1,672.0"
2573,RGR,Aug-16,"5,712.0",652.0
2575,RWP,Aug-16,"10,161.0","2,581.0"
2578,RLQ,Aug-16,"4,612.0","1,234.0"
2580,REM,Aug-16,"7,126.0","2,169.0"
2582,RCF,Aug-16,"4,765.0",533.0
2583,RBS,Aug-16,"3,795.0",62.0
2584,RFF,Aug-16,"6,816.0",319.0
2585,RXL,Aug-16,"7,524.0","1,377.0"
2587,RMC,Aug-16,"9,265.0","1,287.0"
2588,RAE,Aug-16,"10,849.0","1,075.0"
2591,RWY,Aug-16,"12,155.0",653.0
2593,RW3,Aug-16,"11,714.0","1,487.0"
2596,RLN,Aug-16,"6,604.0",681.0
2599,RJR,Aug-16,"6,034.0",627.0
2601,RXP,Aug-16,"10,674.0",982.0
2604,RP5,Aug-16,"11,447.0","1,144.0"
2606,RJN,Aug-16,"4,081.0",748.0
2608,RXR,Aug-16,"9,046.0","2,793.0"
2611,RR7,Aug-16,"7,003.0",258.0
2613,RCD,Aug-16,"4,013.0",250.0
2615,RWA,Aug-16,"10,814.0","1,620.0"
2618,RXN,Aug-16,"7,505.0","1,708.0"
2621,RR8,Aug-16,"17,006.0","1,615.0"
2627,RBT,Aug-16,"5,238.0",501.0
2629,RXF,Aug-16,"19,201.0","3,117.0"
2630,RNL,Aug-16,"7,823.0",778.0
2631,RVW,Aug-16,"5,657.0",242.0
2635,RJL,Aug-16,"11,295.0","1,250.0"
2637,RTF,Aug-16,"14,638.0",829.0
2639,RW6,Aug-16,"21,117.0","3,132.0"
2642,RQ6,Aug-16,"7,910.0","1,818.0"
2645,RM3,Aug-16,"8,149.0",808.0
2646,RCU,Aug-16,"3,464.0",59.0
2647,RHQ,Aug-16,"9,191.0",945.0
2650,RTR,Aug-16,"10,727.0",428.0
2652,RE9,Aug-16,"4,914.0",466.0
2654,RVY,Aug-16,"5,957.0",643.0
2656,RBN,Aug-16,"8,359.0","2,015.0"
2658,RWJ,Aug-16,"7,766.0","1,778.0"
2659,RMP,Aug-16,"6,799.0",646.0
2660,RTD,Aug-16,"9,540.0",503.0
2663,RFR,Aug-16,"6,316.0",313.0
2664,RM2,Aug-16,"8,083.0",728.0
2665,RTX,Aug-16,"7,629.0","1,515.0"
2667,RWW,Aug-16,"6,847.0",732.0
2670,RBL,Aug-16,"7,919.0","1,093.0"
2673,RRF,Aug-16,"7,353.0",585.0
2674,RCB,Aug-16,"9,180.0","1,600.0"
2676,RTK,Aug-16,"7,974.0",923.0
2681,RXH,Aug-16,"12,532.0","2,579.0"
2684,RXQ,Aug-16,"6,649.0",850.0
2690,RN7,Aug-16,"8,260.0","1,136.0"
2692,RBD,Aug-16,"4,047.0",490.0
2694,RVV,Aug-16,"12,876.0","3,155.0"
2696,RXC,Aug-16,"9,711.0","1,994.0"
2697,RDU,Aug-16,"19,460.0","2,230.0"
2699,RTE,Aug-16,"11,335.0","1,059.0"
2700,RN3,Aug-16,"6,546.0","1,192.0"
2702,RN5,Aug-16,"9,085.0","1,311.0"
2705,R1F,Aug-16,"4,097.0",765.0
