index,org_code,period,attendances,breaches
2709,RWF,Aug-16,"12,150.0","1,789.0"
2711,RPA,Aug-16,"9,422.0","1,744.0"
2712,RVJ,Aug-16,"7,273.0","1,545.0"
2713,RBZ,Aug-16,"4,328.0",484.0
2717,RTH,Aug-16,"10,576.0","1,649.0"
2720,RK9,Aug-16,"8,180.0","1,073.0"
2722,RD3,Aug-16,"5,734.0",344.0
2723,RHU,Aug-16,"9,442.0","2,246.0"
2727,RHW,Aug-16,"8,777.0",566.0
2729,REF,Aug-16,"6,781.0","1,053.0"
2731,RH8,Aug-16,"8,665.0",950.0
2732,RA2,Aug-16,"5,582.0",487.0
2733,RD1,Aug-16,"6,108.0","1,417.0"
2735,RNZ,Aug-16,"4,010.0",278.0
2742,RTP,Aug-16,"7,930.0",319.0
2744,RBA,Aug-16,"5,562.0",599.0
2746,RDZ,Aug-16,"6,967.0",238.0
2748,RA9,Aug-16,"6,587.0",759.0
2750,RHM,Aug-16,"8,093.0",518.0
2752,RA7,Aug-16,"8,378.0","1,004.0"
2754,RYR,Aug-16,"12,234.0",764.0
2756,RA3,Aug-16,"4,906.0",855.0
2761,RA4,Aug-16,"3,810.0",225.0
2762,RF4,Jul-16,"20,878.0","3,623.0"
2765,R1H,Jul-16,"29,016.0","4,273.0"
2770,RQM,Jul-16,"16,761.0","1,178.0"
2772,RJ6,Jul-16,"6,008.0",531.0
2776,RVR,Jul-16,"13,188.0",809.0
2778,RJ1,Jul-16,"12,777.0","1,517.0"
2782,RQX,Jul-16,"10,751.0",490.0
2784,RYJ,Jul-16,"9,693.0","1,925.0"
2787,RJZ,Jul-16,"17,404.0","3,805.0"
2790,RAX,Jul-16,"8,832.0",612.0
2792,RJ2,Jul-16,"17,635.0","3,245.0"
2794,R1K,Jul-16,"11,477.0","2,544.0"
2798,RAP,Jul-16,"13,445.0","1,470.0"
2803,RAL,Jul-16,"19,112.0","1,961.0"
2806,RJ7,Jul-16,"13,302.0",829.0
2809,RAS,Jul-16,"5,359.0","1,872.0"
2814,RKE,Jul-16,"8,277.0",998.0
2815,RRV,Jul-16,"12,121.0","1,227.0"
2819,RDD,Jul-16,"11,719.0","1,832.0"
2820,RC1,Jul-16,"6,446.0",672.0
2823,RQ3,Jul-16,"4,832.0",257.0
2824,RJF,Jul-16,"5,756.0",873.0
2828,RFS,Jul-16,"7,301.0",881.0
2830,RDE,Jul-16,"7,660.0",924.0
2833,RTG,Jul-16,"12,240.0","2,251.0"
2837,RWH,Jul-16,"9,286.0","2,231.0"
2841,RLT,Jul-16,"6,820.0",740.0
2845,RR1,Jul-16,"19,568.0","2,461.0"
2848,RQQ,Jul-16,"4,274.0",811.0
2849,RGQ,Jul-16,"7,986.0",679.0
2851,RGP,Jul-16,"7,062.0",650.0
2852,RNQ,Jul-16,"7,788.0","1,086.0"
2856,RC9,Jul-16,"8,984.0",111.0
2861,RQ8,Jul-16,"8,126.0","1,936.0"
2863,RD8,Jul-16,"7,815.0",546.0
2868,RGN,Jul-16,"8,819.0","2,422.0"
2870,RNS,Jul-16,"9,296.0",904.0
2874,RX1,Jul-16,"15,291.0","4,762.0"
2881,RXK,Jul-16,"14,488.0","2,128.0"
2884,RK5,Jul-16,"9,563.0",670.0
2886,RXW,Jul-16,"10,919.0","1,673.0"
2892,RJC,Jul-16,"5,701.0",300.0
2894,RAJ,Jul-16,"9,007.0","1,286.0"
2896,RNA,Jul-16,"8,947.0",596.0
2898,RQW,Jul-16,"8,919.0","2,477.0"
2900,RCX,Jul-16,"5,806.0",480.0
2901,RL4,Jul-16,"11,561.0","1,845.0"
2903,RWD,Jul-16,"14,680.0","3,148.0"
2904,RRK,Jul-16,"9,842.0","1,333.0"
2905,RKB,Jul-16,"11,961.0","2,778.0"
2908,RWE,Jul-16,"12,275.0","4,450.0"
2911,RJE,Jul-16,"15,596.0","4,317.0"
2914,RBK,Jul-16,"6,629.0","1,518.0"
2917,RWG,Jul-16,"8,223.0","2,081.0"
2919,RGR,Jul-16,"5,996.0",861.0
2921,RWP,Jul-16,"11,004.0","2,465.0"
2924,RLQ,Jul-16,"4,891.0",888.0
2926,REM,Jul-16,"7,374.0","2,026.0"
2928,RCF,Jul-16,"5,124.0",496.0
2929,RBS,Jul-16,"4,869.0",210.0
2930,RFF,Jul-16,"7,335.0",630.0
2931,RXL,Jul-16,"8,166.0","2,443.0"
2933,RMC,Jul-16,"9,951.0","1,798.0"
2934,RAE,Jul-16,"11,926.0","1,212.0"
2937,RWY,Jul-16,"13,307.0",749.0
2939,RW3,Jul-16,"12,605.0","1,955.0"
2942,RLN,Jul-16,"7,533.0",611.0
2945,RJR,Jul-16,"6,159.0",619.0
2947,RXP,Jul-16,"11,688.0","1,228.0"
2950,RP5,Jul-16,"12,047.0","1,072.0"
2952,RJN,Jul-16,"4,298.0",957.0
2954,RXR,Jul-16,"9,702.0","2,220.0"
2957,RR7,Jul-16,"7,635.0",264.0
2959,RCD,Jul-16,"4,312.0",220.0
2961,RWA,Jul-16,"11,987.0","2,336.0"
2964,RXN,Jul-16,"8,079.0","1,282.0"
2967,RR8,Jul-16,"18,514.0","2,742.0"
2973,RBT,Jul-16,"5,520.0",856.0
2975,RXF,Jul-16,"21,039.0","2,977.0"
2976,RNL,Jul-16,"8,156.0",701.0
2977,RVW,Jul-16,"6,330.0",382.0
2981,RJL,Jul-16,"12,160.0","1,189.0"
2983,RTF,Jul-16,"15,282.0",589.0
2985,RW6,Jul-16,"23,354.0","4,895.0"
2988,RQ6,Jul-16,"7,809.0","1,609.0"
2991,RM3,Jul-16,"8,814.0","1,604.0"
2992,RCU,Jul-16,"4,715.0",144.0
2993,RHQ,Jul-16,"9,791.0","2,369.0"
2996,RTR,Jul-16,"11,692.0",498.0
2998,RE9,Jul-16,"5,346.0",444.0
3000,RVY,Jul-16,"6,509.0","1,407.0"
3002,RBN,Jul-16,"9,194.0","2,126.0"
3004,RWJ,Jul-16,"8,503.0","1,571.0"
3005,RMP,Jul-16,"7,609.0","1,143.0"
3006,RTD,Jul-16,"10,532.0",423.0
3009,RFR,Jul-16,"6,982.0",760.0
3010,RM2,Jul-16,"8,463.0","1,116.0"
3011,RTX,Jul-16,"7,987.0","1,337.0"
3013,RWW,Jul-16,"7,090.0",780.0
3016,RBL,Jul-16,"8,199.0","1,209.0"
3019,RRF,Jul-16,"8,080.0",835.0
3020,RCB,Jul-16,"9,561.0","1,213.0"
3022,RTK,Jul-16,"8,631.0",812.0
3027,RXH,Jul-16,"13,379.0","2,310.0"
3030,RXQ,Jul-16,"7,460.0",983.0
3036,RN7,Jul-16,"8,928.0","1,333.0"
3037,RBD,Jul-16,"4,077.0",368.0
3039,RVV,Jul-16,"13,504.0","3,151.0"
3041,RXC,Jul-16,"10,144.0","1,768.0"
3042,RDU,Jul-16,"21,519.0","2,143.0"
3044,RTE,Jul-16,"11,969.0","1,676.0"
3045,RN3,Jul-16,"7,048.0","1,640.0"
3047,RN5,Jul-16,"9,896.0","1,384.0"
3050,R1F,Jul-16,"3,929.0",755.0
3054,RWF,Jul-16,"12,947.0","1,861.0"
3056,RPA,Jul-16,"10,415.0","2,127.0"
3057,RVJ,Jul-16,"7,637.0","1,572.0"
3058,RBZ,Jul-16,"4,379.0",609.0
3062,RTH,Jul-16,"11,736.0","1,673.0"
3065,RK9,Jul-16,"8,569.0","1,555.0"
3067,RD3,Jul-16,"6,244.0",542.0
3068,RHU,Jul-16,"9,742.0","2,519.0"
3072,RHW,Jul-16,"9,569.0",990.0
3074,REF,Jul-16,"6,715.0","1,266.0"
3076,RH8,Jul-16,"8,959.0",695.0
3077,RA2,Jul-16,"6,109.0",752.0
3078,RD1,Jul-16,"6,460.0","1,301.0"
3080,RNZ,Jul-16,"4,341.0",453.0
3087,RTP,Jul-16,"8,406.0",391.0
3089,RBA,Jul-16,"5,884.0",398.0
3091,RDZ,Jul-16,"6,997.0",357.0
3093,RA9,Jul-16,"6,971.0",819.0
3095,RHM,Jul-16,"8,859.0",778.0
3097,RA7,Jul-16,"9,180.0","1,159.0"
3099,RYR,Jul-16,"12,832.0",847.0
3101,RA3,Jul-16,"5,042.0",778.0
3106,RA4,Jul-16,"4,175.0",391.0
3107,RF4,Jun-16,"19,377.0","3,887.0"
3110,R1H,Jun-16,"28,180.0","5,232.0"
3115,RQM,Jun-16,"16,021.0",970.0
3117,RJ6,Jun-16,"5,832.0",501.0
3121,RVR,Jun-16,"12,410.0",691.0
3123,RJ1,Jun-16,"12,355.0","1,647.0"
3127,RQX,Jun-16,"10,377.0",745.0
3129,RYJ,Jun-16,"9,473.0","2,006.0"
3132,RJZ,Jun-16,"17,247.0","3,730.0"
3135,RAX,Jun-16,"8,669.0",781.0
3137,RJ2,Jun-16,"17,107.0","3,597.0"
3139,R1K,Jun-16,"11,931.0","2,508.0"
3143,RAP,Jun-16,"13,809.0","3,162.0"
3148,RAL,Jun-16,"18,731.0","2,142.0"
3151,RJ7,Jun-16,"12,896.0",858.0
3154,RAS,Jun-16,"5,023.0","1,601.0"
3159,RKE,Jun-16,"7,908.0",969.0
3160,RRV,Jun-16,"11,479.0",922.0
3164,RDD,Jun-16,"11,187.0","2,169.0"
3165,RC1,Jun-16,"6,078.0",490.0
3168,RQ3,Jun-16,"4,656.0",129.0
3169,RJF,Jun-16,"5,459.0",970.0
3171,RGT,Jun-16,"9,132.0","2,570.0"
3173,RFS,Jun-16,"6,717.0","1,202.0"
3175,RDE,Jun-16,"6,892.0",951.0
3178,RTG,Jun-16,"11,631.0","1,683.0"
3182,RWH,Jun-16,"8,682.0","1,996.0"
3186,RLT,Jun-16,"6,448.0",322.0
3190,RR1,Jun-16,"18,816.0","2,563.0"
3193,RQQ,Jun-16,"3,887.0",919.0
3194,RGQ,Jun-16,"7,287.0",552.0
3196,RGP,Jun-16,"6,503.0",514.0
3197,RNQ,Jun-16,"7,326.0",705.0
3201,RC9,Jun-16,"8,486.0",132.0
3206,RQ8,Jun-16,"7,622.0","1,885.0"
3208,RD8,Jun-16,"7,326.0",600.0
3210,RM1,Jun-16,"10,653.0","1,184.0"
3213,RGN,Jun-16,"8,127.0","1,477.0"
3215,RNS,Jun-16,"8,658.0",512.0
3219,RX1,Jun-16,"14,657.0","4,744.0"
3226,RXK,Jun-16,"14,021.0","1,588.0"
3229,RK5,Jun-16,"8,907.0",709.0
3231,RXW,Jun-16,"10,197.0","2,132.0"
3237,RJC,Jun-16,"5,109.0",229.0
3239,RAJ,Jun-16,"8,523.0","1,102.0"
3241,RNA,Jun-16,"8,444.0",466.0
3243,RQW,Jun-16,"8,240.0","2,487.0"
3245,RCX,Jun-16,"5,174.0",495.0
3246,RL4,Jun-16,"11,028.0","1,280.0"
3248,RWD,Jun-16,"13,704.0","2,579.0"
3249,RRK,Jun-16,"9,608.0","1,397.0"
3250,RKB,Jun-16,"11,639.0","2,888.0"
3253,RWE,Jun-16,"12,094.0","3,613.0"
3256,RJE,Jun-16,"15,024.0","4,019.0"
3259,RBK,Jun-16,"5,775.0","1,030.0"
3262,RWG,Jun-16,"7,693.0","1,907.0"
3264,RGR,Jun-16,"5,578.0",917.0
3266,RWP,Jun-16,"10,212.0","2,447.0"
3269,RLQ,Jun-16,"4,542.0",873.0
3271,REM,Jun-16,"7,032.0","1,701.0"
3273,RCF,Jun-16,"4,665.0",273.0
3274,RBS,Jun-16,"4,780.0",200.0
3275,RFF,Jun-16,"7,039.0",314.0
3276,RXL,Jun-16,"7,555.0","1,417.0"
3278,RMC,Jun-16,"9,387.0","1,377.0"
3279,RAE,Jun-16,"11,165.0","1,047.0"
3282,RWY,Jun-16,"12,781.0",630.0
3284,RW3,Jun-16,"12,214.0","1,586.0"
3287,RLN,Jun-16,"7,035.0",463.0
3290,RJR,Jun-16,"5,942.0",820.0
3292,RXP,Jun-16,"10,957.0","1,073.0"
3295,RP5,Jun-16,"11,424.0","1,108.0"
3297,RJN,Jun-16,"3,982.0",517.0
3299,RXR,Jun-16,"9,464.0","1,941.0"
3302,RR7,Jun-16,"7,192.0",323.0
3304,RCD,Jun-16,"4,103.0",198.0
3306,RWA,Jun-16,"11,197.0","1,769.0"
3309,RXN,Jun-16,"7,573.0",885.0
3312,RR8,Jun-16,"17,545.0","2,507.0"
3318,RBT,Jun-16,"5,380.0",933.0
3320,RXF,Jun-16,"20,267.0","3,029.0"
3321,RNL,Jun-16,"7,849.0",705.0
3322,RVW,Jun-16,"6,005.0",541.0
3326,RJL,Jun-16,"11,316.0",843.0
3328,RTF,Jun-16,"14,184.0",741.0
3330,RW6,Jun-16,"22,114.0","3,921.0"
3333,RQ6,Jun-16,"7,558.0","1,576.0"
3336,RM3,Jun-16,"8,413.0",503.0
3337,RCU,Jun-16,"4,658.0",125.0
3338,RHQ,Jun-16,"9,146.0","2,400.0"
3341,RTR,Jun-16,"10,875.0",815.0
3343,RE9,Jun-16,"5,243.0",391.0
3345,RVY,Jun-16,"6,225.0","1,020.0"
3347,RBN,Jun-16,"8,701.0","2,346.0"
3349,RWJ,Jun-16,"7,963.0","1,177.0"
3350,RMP,Jun-16,"7,182.0",967.0
3351,RTD,Jun-16,"9,860.0",536.0
3354,RFR,Jun-16,"6,538.0",530.0
3355,RM2,Jun-16,"8,153.0","1,908.0"
3356,RTX,Jun-16,"7,949.0",767.0
3358,RWW,Jun-16,"6,726.0",658.0
3361,RBL,Jun-16,"8,088.0","1,286.0"
3364,RRF,Jun-16,"7,386.0",453.0
3365,RCB,Jun-16,"9,700.0","2,023.0"
3367,RTK,Jun-16,"8,212.0","1,025.0"
3372,RXH,Jun-16,"12,352.0","2,020.0"
3375,RXQ,Jun-16,"6,941.0",683.0
3382,RN7,Jun-16,"8,517.0","1,048.0"
3383,RBD,Jun-16,"3,864.0",308.0
3385,RVV,Jun-16,"12,832.0","2,535.0"
3387,RXC,Jun-16,"9,240.0","1,550.0"
3388,RDU,Jun-16,"19,970.0","1,406.0"
3390,RTE,Jun-16,"11,343.0","1,467.0"
3391,RN3,Jun-16,"6,597.0",934.0
3393,RN5,Jun-16,"9,135.0","1,527.0"
3396,R1F,Jun-16,"3,574.0",760.0
3400,RWF,Jun-16,"12,056.0","1,269.0"
3402,RPA,Jun-16,"9,302.0","1,679.0"
3403,RVJ,Jun-16,"7,083.0","1,262.0"
3404,RBZ,Jun-16,"4,242.0",634.0
3408,RTH,Jun-16,"10,937.0","1,501.0"
3411,RK9,Jun-16,"8,109.0","1,078.0"
3413,RD3,Jun-16,"5,757.0",523.0
3414,RHU,Jun-16,"9,098.0","2,119.0"
3418,RHW,Jun-16,"8,875.0",476.0
3420,REF,Jun-16,"5,981.0","1,044.0"
3422,RH8,Jun-16,"8,399.0",587.0
3423,RA2,Jun-16,"5,892.0",790.0
3424,RD1,Jun-16,"6,032.0","1,288.0"
3426,RNZ,Jun-16,"3,940.0",300.0
3433,RTP,Jun-16,"7,802.0",282.0
3435,RBA,Jun-16,"5,215.0",327.0
3437,RDZ,Jun-16,"6,350.0",316.0
3439,RA9,Jun-16,"6,350.0",810.0
3441,RHM,Jun-16,"8,228.0",581.0
3443,RA7,Jun-16,"8,821.0","1,173.0"
3445,RYR,Jun-16,"11,799.0",515.0
3447,RA3,Jun-16,"4,584.0",545.0
3452,RA4,Jun-16,"3,992.0",454.0
3453,RF4,May-16,"20,827.0","4,492.0"
3456,R1H,May-16,"29,397.0","5,366.0"
3461,RQM,May-16,"16,705.0",929.0
3463,RJ6,May-16,"6,274.0",697.0
3467,RVR,May-16,"12,984.0",889.0
3469,RJ1,May-16,"13,263.0","1,815.0"
3473,RQX,May-16,"11,052.0",736.0
3475,RYJ,May-16,"9,758.0","2,224.0"
3478,RJZ,May-16,"17,656.0","3,515.0"
3481,RAX,May-16,"9,241.0",794.0
3483,RJ2,May-16,"18,202.0","3,064.0"
3485,R1K,May-16,"12,786.0","3,145.0"
3489,RAP,May-16,"14,979.0","4,059.0"
3494,RAL,May-16,"19,574.0","1,733.0"
3497,RJ7,May-16,"13,504.0",960.0
3500,RAS,May-16,"5,268.0","1,992.0"
3505,RKE,May-16,"8,540.0","1,205.0"
3506,RRV,May-16,"12,155.0","1,419.0"
3510,RDD,May-16,"11,812.0","2,089.0"
3511,RC1,May-16,"6,508.0",475.0
3514,RQ3,May-16,"5,042.0",212.0
3515,RJF,May-16,"5,604.0","1,112.0"
3517,RGT,May-16,"9,829.0","2,229.0"
3519,RFS,May-16,"7,158.0",926.0
3521,RDE,May-16,"7,359.0","1,081.0"
3524,RTG,May-16,"12,110.0","1,631.0"
3528,RWH,May-16,"9,162.0","2,104.0"
3532,RLT,May-16,"6,320.0",470.0
3536,RR1,May-16,"20,285.0","3,106.0"
3539,RQQ,May-16,"4,287.0","1,031.0"
3540,RGQ,May-16,"7,646.0",482.0
3542,RGP,May-16,"6,683.0",345.0
3543,RNQ,May-16,"7,571.0",991.0
3547,RC9,May-16,"8,932.0",158.0
3552,RQ8,May-16,"8,025.0","1,758.0"
3554,RD8,May-16,"7,651.0",676.0
3556,RM1,May-16,"9,941.0","1,227.0"
3559,RGN,May-16,"8,527.0","1,940.0"
3561,RNS,May-16,"9,230.0","1,086.0"
3565,RX1,May-16,"15,682.0","4,338.0"
3572,RXK,May-16,"15,009.0","1,401.0"
3575,RK5,May-16,"9,247.0",593.0
3577,RXW,May-16,"10,642.0","1,922.0"
3583,RJC,May-16,"5,447.0",263.0
3585,RAJ,May-16,"8,838.0","1,036.0"
3587,RNA,May-16,"8,800.0",627.0
3589,RQW,May-16,"8,693.0","2,350.0"
3591,RCX,May-16,"5,496.0",762.0
3592,RL4,May-16,"11,800.0","1,922.0"
3594,RWD,May-16,"14,646.0","2,414.0"
3595,RRK,May-16,"10,199.0","1,843.0"
3596,RKB,May-16,"12,263.0","3,132.0"
3599,RWE,May-16,"12,817.0","4,080.0"
3602,RJE,May-16,"16,008.0","4,424.0"
3605,RBK,May-16,"6,251.0",923.0
3608,RWG,May-16,"8,006.0","1,702.0"
3610,RGR,May-16,"5,930.0",775.0
3612,RWP,May-16,"11,100.0","2,957.0"
3615,RLQ,May-16,"4,957.0",846.0
3617,REM,May-16,"7,096.0","1,790.0"
3619,RCF,May-16,"5,095.0",386.0
3620,RBS,May-16,"5,189.0",332.0
3621,RFF,May-16,"7,393.0",341.0
3622,RXL,May-16,"7,754.0","1,997.0"
3624,RMC,May-16,"10,051.0","1,874.0"
3625,RAE,May-16,"12,286.0","1,211.0"
3628,RWY,May-16,"13,588.0",897.0
3630,RW3,May-16,"13,280.0","1,636.0"
3633,RLN,May-16,"7,643.0",699.0
3636,RJR,May-16,"6,232.0",524.0
3638,RXP,May-16,"11,675.0","1,772.0"
3641,RP5,May-16,"11,950.0","1,015.0"
3643,RJN,May-16,"4,252.0",764.0
3645,RXR,May-16,"10,033.0","2,195.0"
3648,RR7,May-16,"7,745.0",332.0
3650,RCD,May-16,"4,304.0",234.0
3652,RWA,May-16,"11,639.0","1,832.0"
3655,RXN,May-16,"8,147.0","1,452.0"
3658,RR8,May-16,"18,873.0","2,040.0"
3664,RBT,May-16,"5,879.0","1,130.0"
3666,RXF,May-16,"21,016.0","2,804.0"
3667,RNL,May-16,"8,328.0","1,071.0"
3668,RVW,May-16,"6,264.0",525.0
3672,RJL,May-16,"11,708.0",920.0
3674,RTF,May-16,"15,060.0",539.0
3676,RW6,May-16,"23,710.0","3,693.0"
3679,RQ6,May-16,"8,027.0","1,905.0"
3682,RM3,May-16,"9,015.0",882.0
3683,RCU,May-16,"5,130.0",102.0
3684,RHQ,May-16,"9,642.0","1,933.0"
3687,RTR,May-16,"11,500.0",784.0
3689,RE9,May-16,"5,751.0",473.0
3691,RVY,May-16,"6,394.0","1,201.0"
3693,RBN,May-16,"9,206.0","1,872.0"
3695,RWJ,May-16,"8,559.0","1,578.0"
3696,RMP,May-16,"7,680.0",602.0
3697,RTD,May-16,"10,941.0",872.0
3700,RFR,May-16,"6,978.0",691.0
3701,RM2,May-16,"8,355.0","2,020.0"
3702,RTX,May-16,"8,216.0",912.0
3704,RWW,May-16,"7,126.0",829.0
3707,RBL,May-16,"8,345.0","1,869.0"
3710,RRF,May-16,"8,249.0",799.0
3711,RCB,May-16,"10,133.0","2,031.0"
3713,RTK,May-16,"8,777.0","1,083.0"
3718,RXH,May-16,"13,153.0","1,965.0"
3721,RXQ,May-16,"6,592.0","1,169.0"
3728,RN7,May-16,"8,917.0","1,849.0"
3729,RBD,May-16,"3,900.0",220.0
3731,RVV,May-16,"13,303.0","3,124.0"
3733,RXC,May-16,"9,573.0","1,431.0"
3734,RDU,May-16,"20,759.0","1,001.0"
3736,RTE,May-16,"11,854.0","1,491.0"
3737,RN3,May-16,"6,488.0",830.0
3739,RN5,May-16,"9,736.0","2,263.0"
3742,R1F,May-16,"3,545.0",398.0
3746,RWF,May-16,"12,560.0","1,379.0"
3748,RPA,May-16,"9,974.0","1,825.0"
3749,RVJ,May-16,"7,336.0","1,749.0"
3750,RBZ,May-16,"4,065.0",603.0
3753,RTH,May-16,"11,810.0","1,747.0"
3756,RK9,May-16,"8,542.0","1,832.0"
3758,RD3,May-16,"5,988.0",536.0
3759,RHU,May-16,"9,662.0","2,485.0"
3763,RHW,May-16,"9,506.0",732.0
3765,REF,May-16,"6,293.0","1,574.0"
3767,RH8,May-16,"9,129.0",724.0
3768,RA2,May-16,"6,100.0",672.0
3769,RD1,May-16,"5,989.0",873.0
3771,RNZ,May-16,"4,263.0",252.0
3778,RTP,May-16,"8,317.0",376.0
3780,RBA,May-16,"5,526.0",426.0
3782,RDZ,May-16,"6,756.0",420.0
3784,RA9,May-16,"6,534.0","1,228.0"
3786,RHM,May-16,"8,506.0",734.0
3788,RA7,May-16,"9,309.0",930.0
3790,RYR,May-16,"12,452.0",539.0
3792,RA3,May-16,"4,721.0",503.0
3797,RA4,May-16,"4,156.0",305.0
3798,RF4,Apr-16,"18,788.0","4,082.0"
3801,R1H,Apr-16,"27,396.0","5,099.0"
3806,RQM,Apr-16,"15,154.0","1,199.0"
3808,RJ6,Apr-16,"5,904.0",707.0
3812,RVR,Apr-16,"11,929.0",623.0
3814,RJ1,Apr-16,"11,554.0","1,219.0"
3818,RQX,Apr-16,"9,822.0",583.0
3820,RYJ,Apr-16,"9,174.0","2,386.0"
3823,RJZ,Apr-16,"16,688.0","3,608.0"
3826,RAX,Apr-16,"8,328.0",459.0
3828,RJ2,Apr-16,"16,802.0","2,908.0"
3830,R1K,Apr-16,"11,715.0","2,652.0"
3834,RAP,Apr-16,"13,604.0","3,730.0"
3839,RAL,Apr-16,"17,771.0","2,013.0"
3842,RJ7,Apr-16,"12,447.0","1,416.0"
3845,RAS,Apr-16,"4,958.0","1,745.0"
3850,RKE,Apr-16,"7,878.0","1,251.0"
3851,RRV,Apr-16,"11,254.0","1,359.0"
3855,RDD,Apr-16,"10,967.0","2,450.0"
3856,RC1,Apr-16,"5,820.0",357.0
3859,RQ3,Apr-16,"4,639.0",164.0
3860,RJF,Apr-16,"5,517.0","1,134.0"
3862,RGT,Apr-16,"8,889.0","1,103.0"
3864,RFS,Apr-16,"6,540.0",632.0
3866,RDE,Apr-16,"6,735.0","1,773.0"
3869,RTG,Apr-16,"11,008.0","1,772.0"
3873,RWH,Apr-16,"8,035.0","2,314.0"
3877,RLT,Apr-16,"5,691.0",800.0
3881,RR1,Apr-16,"18,088.0","2,564.0"
3884,RQQ,Apr-16,"3,700.0",669.0
3885,RGQ,Apr-16,"7,051.0",358.0
3887,RGP,Apr-16,"5,886.0",289.0
3888,RNQ,Apr-16,"6,904.0","1,005.0"
3892,RC9,Apr-16,"7,983.0",128.0
3897,RQ8,Apr-16,"7,194.0","1,596.0"
3899,RD8,Apr-16,"6,906.0",476.0
3901,RM1,Apr-16,"9,072.0","1,443.0"
3904,RGN,Apr-16,"7,832.0","2,032.0"
3906,RNS,Apr-16,"8,299.0","1,063.0"
3910,RX1,Apr-16,"13,901.0","3,392.0"
3917,RXK,Apr-16,"13,407.0","1,569.0"
3920,RK5,Apr-16,"8,139.0",859.0
3922,RXW,Apr-16,"9,737.0","1,852.0"
3928,RJC,Apr-16,"5,065.0",250.0
3930,RAJ,Apr-16,"8,234.0","1,031.0"
3933,RNA,Apr-16,"7,824.0",529.0
3935,RQW,Apr-16,"7,781.0","1,984.0"
3937,RCX,Apr-16,"4,854.0",617.0
3938,RL4,Apr-16,"10,811.0","1,613.0"
3940,RWD,Apr-16,"13,130.0","2,555.0"
3942,RKB,Apr-16,"11,187.0","2,972.0"
3945,RWE,Apr-16,"11,449.0","3,406.0"
3948,RJE,Apr-16,"14,718.0","4,227.0"
3951,RBK,Apr-16,"6,077.0",913.0
3954,RWG,Apr-16,"7,209.0","2,244.0"
3956,RGR,Apr-16,"5,322.0",499.0
3958,RWP,Apr-16,"9,754.0","2,339.0"
3961,RLQ,Apr-16,"4,299.0",716.0
3963,REM,Apr-16,"6,585.0","1,332.0"
3965,RCF,Apr-16,"4,564.0",297.0
3966,RBS,Apr-16,"4,562.0",194.0
3967,RFF,Apr-16,"6,761.0",473.0
3968,RXL,Apr-16,"7,076.0","1,605.0"
3970,RMC,Apr-16,"9,224.0","1,822.0"
3971,RAE,Apr-16,"11,005.0",901.0
3974,RWY,Apr-16,"12,120.0",743.0
3976,RW3,Apr-16,"11,977.0","1,655.0"
3979,RLN,Apr-16,"6,933.0",769.0
3982,RJR,Apr-16,"5,671.0",688.0
3984,RXP,Apr-16,"10,546.0","1,943.0"
3987,RP5,Apr-16,"10,784.0",669.0
3989,RJN,Apr-16,"3,887.0",659.0
3991,RXR,Apr-16,"9,069.0","1,573.0"
3994,RR7,Apr-16,"6,736.0",138.0
3996,RCD,Apr-16,"3,830.0",246.0
3998,RWA,Apr-16,"10,307.0","1,223.0"
4001,RXN,Apr-16,"8,962.0","1,235.0"
4004,RR8,Apr-16,"16,500.0","1,792.0"
4010,RBT,Apr-16,"5,114.0",708.0
4012,RXF,Apr-16,"19,118.0","2,219.0"
4013,RNL,Apr-16,"7,296.0",834.0
4014,RVW,Apr-16,"5,650.0",450.0
4018,RJL,Apr-16,"10,526.0","1,214.0"
4020,RTF,Apr-16,"13,608.0",728.0
4022,RW6,Apr-16,"21,068.0","3,501.0"
4025,RQ6,Apr-16,"7,383.0","2,103.0"
4028,RM3,Apr-16,"7,997.0",587.0
4029,RCU,Apr-16,"4,849.0",183.0
4031,RTR,Apr-16,"10,077.0",705.0
4033,RE9,Apr-16,"4,927.0",436.0
4035,RVY,Apr-16,"5,746.0","1,240.0"
4037,RBN,Apr-16,"8,212.0","1,523.0"
4039,RWJ,Apr-16,"7,662.0","1,585.0"
4040,RMP,Apr-16,"6,892.0",520.0
4041,RTD,Apr-16,"9,712.0",843.0
4044,RFR,Apr-16,"6,262.0",442.0
4045,RM2,Apr-16,"7,696.0","1,666.0"
4046,RTX,Apr-16,"7,217.0","1,109.0"
4048,RWW,Apr-16,"6,517.0",915.0
4051,RBL,Apr-16,"7,132.0","1,423.0"
4054,RRF,Apr-16,"7,368.0",518.0
4055,RCB,Apr-16,"9,101.0","1,986.0"
4057,RTK,Apr-16,"7,898.0","1,573.0"
4062,RXH,Apr-16,"10,669.0","1,857.0"
4065,RXQ,Apr-16,"6,475.0",929.0
4072,RN7,Apr-16,"8,118.0","1,315.0"
4073,RBD,Apr-16,"3,600.0",401.0
4075,RVV,Apr-16,"11,821.0","2,456.0"
4077,RXC,Apr-16,"8,175.0","1,399.0"
4078,RDU,Apr-16,"18,792.0","1,191.0"
4080,RTE,Apr-16,"10,777.0","1,575.0"
4081,RN3,Apr-16,"6,146.0","1,450.0"
4083,RN5,Apr-16,"8,559.0","1,933.0"
4086,R1F,Apr-16,"3,154.0",729.0
4090,RWF,Apr-16,"11,282.0","1,088.0"
