index,org_code,period,admissions
6294,RD1,2017-10-01,2075
6296,RNZ,2017-10-01,1113
6304,RTP,2017-10-01,2484
6306,RBA,2017-10-01,2073
6308,RDZ,2017-10-01,1967
6310,RA9,2017-10-01,2592
6312,RHM,2017-10-01,3143
6315,RA7,2017-10-01,2955
6318,RYR,2017-10-01,3395
6320,RA3,2017-10-01,1098
6324,RA4,2017-10-01,1356
6325,RF4,2017-09-01,4773
6328,R1H,2017-09-01,6676
6333,RQM,2017-09-01,3680
6335,RJ6,2017-09-01,2302
6338,RVR,2017-09-01,3257
6340,RJ1,2017-09-01,3015
6344,RQX,2017-09-01,1599
6346,RYJ,2017-09-01,3336
6349,RJZ,2017-09-01,4408
6352,RAX,2017-09-01,1921
6354,RJ2,2017-09-01,4292
6356,R1K,2017-09-01,4664
6360,RAP,2017-09-01,2712
6362,RAL,2017-09-01,3643
6365,RJ7,2017-09-01,3875
6368,RAS,2017-09-01,2053
6372,RRV,2017-09-01,1828
6375,RKE,2017-09-01,1348
6378,RDD,2017-09-01,2504
6379,RC1,2017-09-01,1814
6382,RQ3,2017-09-01,1074
6383,RJF,2017-09-01,1821
6385,RGT,2017-09-01,3204
6387,RFS,2017-09-01,1906
6389,RDE,2017-09-01,2316
6392,RTG,2017-09-01,3314
6398,RLT,2017-09-01,1177
6400,RR1,2017-09-01,6138
6403,RGQ,2017-09-01,1863
6405,RGP,2017-09-01,1213
6407,RNQ,2017-09-01,2330
6410,RC9,2017-09-01,2485
6415,RQ8,2017-09-01,2371
6417,RD8,2017-09-01,1469
6420,RM1,2017-09-01,2617
6422,RGN,2017-09-01,2998
6424,RNS,2017-09-01,2600
6428,RX1,2017-09-01,3697
6435,RXK,2017-09-01,3030
6438,RK5,2017-09-01,2509
6440,RXW,2017-09-01,2220
6444,RJC,2017-09-01,1763
6446,RAJ,2017-09-01,2397
6449,RNA,2017-09-01,2290
6451,RQW,2017-09-01,1528
6452,RCX,2017-09-01,2061
6453,RL4,2017-09-01,2579
6455,RWD,2017-09-01,3481
6456,RRK,2017-09-01,2801
6457,RKB,2017-09-01,4131
6460,RWE,2017-09-01,4352
6462,RJE,2017-09-01,4463
6465,RBK,2017-09-01,2089
6468,RWG,2017-09-01,2859
6470,RGR,2017-09-01,2103
6471,RWP,2017-09-01,2921
6473,RLQ,2017-09-01,1156
6475,REM,2017-09-01,2723
6477,RCF,2017-09-01,1128
6478,RBS,2017-09-01,925
6480,RFF,2017-09-01,1907
6481,RXL,2017-09-01,2182
6483,RMC,2017-09-01,2286
6485,RAE,2017-09-01,2780
6488,RWY,2017-09-01,2977
6489,RW3,2017-09-01,3811
6492,RLN,2017-09-01,2603
6495,RJR,2017-09-01,2023
6497,RXP,2017-09-01,3254
6499,RP5,2017-09-01,3130
6501,RJN,2017-09-01,874
6503,RXR,2017-09-01,3031
6505,RR7,2017-09-01,1622
6507,RCD,2017-09-01,959
6510,RWA,2017-09-01,2996
6513,RXN,2017-09-01,1617
6516,RR8,2017-09-01,4868
6522,RBT,2017-09-01,1850
6524,RXF,2017-09-01,3959
6525,RNL,2017-09-01,2030
6527,RVW,2017-09-01,1541
6531,RJL,2017-09-01,2615
6533,RTF,2017-09-01,3997
6536,RW6,2017-09-01,5836
6540,RQ6,2017-09-01,2444
6543,RM3,2017-09-01,2716
6546,RCU,2017-09-01,705
6547,RHQ,2017-09-01,2915
6551,RTR,2017-09-01,2074
6553,RE9,2017-09-01,1201
6555,RVY,2017-09-01,1763
6557,RBN,2017-09-01,3683
6559,RWJ,2017-09-01,2535
6560,RMP,2017-09-01,1658
6562,RTD,2017-09-01,2195
6565,RFR,2017-09-01,1522
6567,RM2,2017-09-01,2594
6568,RTX,2017-09-01,1973
6570,RWW,2017-09-01,2551
6573,RBL,2017-09-01,2504
6577,RRF,2017-09-01,2237
6578,RCB,2017-09-01,3435
6580,RTK,2017-09-01,2111
6586,RXH,2017-09-01,3365
6589,RXQ,2017-09-01,2617
6593,RN7,2017-09-01,2427
6595,RBD,2017-09-01,1237
6598,RVV,2017-09-01,4411
6600,RXC,2017-09-01,2784
6602,RDU,2017-09-01,5908
6604,RTE,2017-09-01,3675
6605,RN3,2017-09-01,2079
6607,RN5,2017-09-01,2254
6610,R1F,2017-09-01,876
6613,RWF,2017-09-01,3794
6615,RPA,2017-09-01,2257
6616,RVJ,2017-09-01,2381
6617,RBZ,2017-09-01,1218
6621,RTH,2017-09-01,2854
6624,RK9,2017-09-01,3009
6627,RD3,2017-09-01,1697
6629,RHU,2017-09-01,2937
6633,RHW,2017-09-01,3106
6635,REF,2017-09-01,2587
6637,RH8,2017-09-01,1927
6639,RA2,2017-09-01,2016
6640,RD1,2017-09-01,2163
6642,RNZ,2017-09-01,1042
6650,RTP,2017-09-01,2423
6652,RBA,2017-09-01,1905
6654,RDZ,2017-09-01,1931
6656,RA9,2017-09-01,2586
6658,RHM,2017-09-01,2958
6661,RA7,2017-09-01,2741
6664,RYR,2017-09-01,3318
6666,RA3,2017-09-01,1026
6670,RA4,2017-09-01,1285
6671,RF4,2017-08-01,4631
6674,R1H,2017-08-01,6668
6679,RQM,2017-08-01,3529
6681,RJ6,2017-08-01,2072
6684,RVR,2017-08-01,3411
6686,RJ1,2017-08-01,3057
6690,RQX,2017-08-01,1553
6692,RYJ,2017-08-01,3333
6695,RJZ,2017-08-01,4354
6698,RAX,2017-08-01,1887
6700,RJ2,2017-08-01,4284
6702,R1K,2017-08-01,4905
6706,RAP,2017-08-01,2440
6708,RAL,2017-08-01,3726
6711,RJ7,2017-08-01,3811
6714,RAS,2017-08-01,1992
6718,RRV,2017-08-01,1768
6721,RKE,2017-08-01,1266
6724,RDD,2017-08-01,2644
6725,RC1,2017-08-01,1806
6727,RQ3,2017-08-01,754
6728,RJF,2017-08-01,1736
6730,RGT,2017-08-01,3254
6732,RFS,2017-08-01,1905
6734,RDE,2017-08-01,2319
6737,RTG,2017-08-01,3321
6741,RWH,2017-08-01,2819
6745,RLT,2017-08-01,1122
6747,RR1,2017-08-01,5857
6750,RGQ,2017-08-01,2002
6752,RGP,2017-08-01,1227
6754,RNQ,2017-08-01,2341
6758,RC9,2017-08-01,2510
6763,RQ8,2017-08-01,2179
6765,RD8,2017-08-01,1463
6768,RM1,2017-08-01,2620
6770,RGN,2017-08-01,3130
6772,RNS,2017-08-01,2601
6776,RX1,2017-08-01,3711
6783,RXK,2017-08-01,2998
6786,RK5,2017-08-01,2488
6788,RXW,2017-08-01,2224
6792,RJC,2017-08-01,1680
6794,RAJ,2017-08-01,2420
6797,RNA,2017-08-01,2221
6799,RQW,2017-08-01,1843
6800,RCX,2017-08-01,2142
6801,RL4,2017-08-01,2433
6803,RWD,2017-08-01,3389
6804,RRK,2017-08-01,2890
6805,RKB,2017-08-01,4080
6808,RWE,2017-08-01,4229
6810,RJE,2017-08-01,4425
6813,RBK,2017-08-01,2012
6816,RWG,2017-08-01,2774
6818,RGR,2017-08-01,2009
6819,RWP,2017-08-01,2983
6821,RLQ,2017-08-01,1107
6823,REM,2017-08-01,2813
6825,RCF,2017-08-01,1037
6826,RBS,2017-08-01,785
6828,RFF,2017-08-01,1901
6829,RXL,2017-08-01,2327
6831,RMC,2017-08-01,2151
6833,RAE,2017-08-01,3002
6836,RWY,2017-08-01,2851
6837,RW3,2017-08-01,3435
6840,RLN,2017-08-01,2597
6843,RJR,2017-08-01,1956
6845,RXP,2017-08-01,3246
6848,RP5,2017-08-01,3162
6850,RJN,2017-08-01,850
6852,RXR,2017-08-01,2962
6854,RR7,2017-08-01,1474
6856,RCD,2017-08-01,930
6859,RWA,2017-08-01,3026
6862,RXN,2017-08-01,1783
6865,RR8,2017-08-01,5009
6871,RBT,2017-08-01,1826
6873,RXF,2017-08-01,4292
6874,RNL,2017-08-01,2027
6875,RVW,2017-08-01,1405
6879,RJL,2017-08-01,2476
6881,RTF,2017-08-01,4084
6884,RW6,2017-08-01,5613
6888,RQ6,2017-08-01,2530
6891,RM3,2017-08-01,2712
6893,RCU,2017-08-01,493
6894,RHQ,2017-08-01,3100
6897,RTR,2017-08-01,1966
6899,RE9,2017-08-01,1171
6901,RVY,2017-08-01,1679
6903,RBN,2017-08-01,3588
6905,RWJ,2017-08-01,2453
6906,RMP,2017-08-01,1560
6908,RTD,2017-08-01,2266
6911,RFR,2017-08-01,1473
6912,RM2,2017-08-01,2616
6913,RTX,2017-08-01,2011
6915,RWW,2017-08-01,2630
6918,RBL,2017-08-01,2305
6922,RRF,2017-08-01,2086
6923,RCB,2017-08-01,3417
6925,RTK,2017-08-01,1974
6931,RXH,2017-08-01,3370
6934,RXQ,2017-08-01,2684
6938,RN7,2017-08-01,2355
6940,RBD,2017-08-01,1316
6942,RVV,2017-08-01,4283
6944,RXC,2017-08-01,2973
6946,RDU,2017-08-01,5798
6948,RTE,2017-08-01,3574
6949,RN3,2017-08-01,2041
6951,RN5,2017-08-01,2337
6954,R1F,2017-08-01,848
6957,RWF,2017-08-01,3946
6959,RPA,2017-08-01,2218
6960,RVJ,2017-08-01,2334
6961,RBZ,2017-08-01,1276
6965,RTH,2017-08-01,2897
6968,RK9,2017-08-01,2978
6971,RD3,2017-08-01,1652
6973,RHU,2017-08-01,2907
6977,RHW,2017-08-01,2900
6979,REF,2017-08-01,2850
6981,RH8,2017-08-01,1950
6983,RA2,2017-08-01,2005
6984,RD1,2017-08-01,2135
6986,RNZ,2017-08-01,1125
6994,RTP,2017-08-01,2516
6996,RBA,2017-08-01,1982
6998,RDZ,2017-08-01,1965
7000,RA9,2017-08-01,2518
7002,RHM,2017-08-01,3212
7005,RA7,2017-08-01,2640
7008,RYR,2017-08-01,3229
7010,RA3,2017-08-01,953
7014,RA4,2017-08-01,1233
7015,RF4,2017-07-01,4490
7018,R1H,2017-07-01,6894
7023,RQM,2017-07-01,3610
7025,RJ6,2017-07-01,2225
7028,RVR,2017-07-01,3597
7030,RJ1,2017-07-01,3279
7034,RQX,2017-07-01,1555
7036,RYJ,2017-07-01,3167
7039,RJZ,2017-07-01,4564
7042,RAX,2017-07-01,1972
7044,RJ2,2017-07-01,4680
7046,R1K,2017-07-01,5362
7050,RAP,2017-07-01,2368
7052,RAL,2017-07-01,3537
7055,RJ7,2017-07-01,4026
7058,RAS,2017-07-01,1969
7062,RRV,2017-07-01,1607
7065,RKE,2017-07-01,1342
7068,RDD,2017-07-01,2885
7069,RC1,2017-07-01,2006
7071,RQ3,2017-07-01,841
7072,RJF,2017-07-01,1759
7074,RGT,2017-07-01,3203
7076,RFS,2017-07-01,1960
7078,RDE,2017-07-01,2236
7081,RTG,2017-07-01,3366
7085,RWH,2017-07-01,2958
7089,RLT,2017-07-01,1138
7092,RR1,2017-07-01,5953
7095,RGQ,2017-07-01,1921
7097,RGP,2017-07-01,1304
7099,RNQ,2017-07-01,2410
7103,RC9,2017-07-01,2385
7108,RQ8,2017-07-01,2223
7110,RD8,2017-07-01,1367
7113,RM1,2017-07-01,2628
7115,RGN,2017-07-01,3100
7117,RNS,2017-07-01,2870
7121,RX1,2017-07-01,3852
7128,RXK,2017-07-01,3037
7131,RK5,2017-07-01,2606
7133,RXW,2017-07-01,2328
7137,RJC,2017-07-01,1617
7139,RAJ,2017-07-01,2229
7142,RNA,2017-07-01,2374
7144,RQW,2017-07-01,1900
7145,RCX,2017-07-01,2245
7146,RL4,2017-07-01,2466
7148,RWD,2017-07-01,3571
7149,RRK,2017-07-01,2938
7150,RKB,2017-07-01,4222
7153,RWE,2017-07-01,4247
7155,RJE,2017-07-01,4816
7158,RBK,2017-07-01,2068
7161,RWG,2017-07-01,3032
7163,RGR,2017-07-01,2017
7164,RWP,2017-07-01,3096
7166,RLQ,2017-07-01,1110
7168,REM,2017-07-01,2744
7170,RCF,2017-07-01,1043
7171,RBS,2017-07-01,978
7173,RFF,2017-07-01,2100
7174,RXL,2017-07-01,2261
7176,RMC,2017-07-01,2195
7178,RAE,2017-07-01,3079
7181,RWY,2017-07-01,2974
7182,RW3,2017-07-01,3532
7185,RLN,2017-07-01,2531
7188,RJR,2017-07-01,1660
7190,RXP,2017-07-01,3453
7193,RP5,2017-07-01,3125
7195,RJN,2017-07-01,914
7197,RXR,2017-07-01,3059
7199,RR7,2017-07-01,1617
7201,RCD,2017-07-01,936
7204,RWA,2017-07-01,3247
7207,RXN,2017-07-01,1829
7210,RR8,2017-07-01,5196
7216,RBT,2017-07-01,1878
7218,RXF,2017-07-01,4878
7219,RNL,2017-07-01,2019
7220,RVW,2017-07-01,1555
7224,RJL,2017-07-01,2525
7226,RTF,2017-07-01,4072
7228,RW6,2017-07-01,5689
7232,RQ6,2017-07-01,2253
7235,RM3,2017-07-01,2889
7237,RCU,2017-07-01,705
7238,RHQ,2017-07-01,2946
7241,RTR,2017-07-01,2123
7243,RE9,2017-07-01,1269
7245,RVY,2017-07-01,1751
7247,RBN,2017-07-01,3765
7249,RWJ,2017-07-01,2669
7250,RMP,2017-07-01,1800
7252,RTD,2017-07-01,2226
7255,RFR,2017-07-01,1698
7257,RM2,2017-07-01,2631
7258,RTX,2017-07-01,2052
7260,RWW,2017-07-01,2620
7263,RBL,2017-07-01,2447
7267,RRF,2017-07-01,2138
7268,RCB,2017-07-01,3520
7270,RTK,2017-07-01,2055
7276,RXH,2017-07-01,3523
7279,RXQ,2017-07-01,3005
7284,RN7,2017-07-01,2535
7286,RBD,2017-07-01,1262
7288,RVV,2017-07-01,4270
7290,RXC,2017-07-01,2874
7292,RDU,2017-07-01,6015
7294,RTE,2017-07-01,3647
7295,RN3,2017-07-01,2077
7297,RN5,2017-07-01,2254
7300,R1F,2017-07-01,888
7304,RWF,2017-07-01,3750
7306,RPA,2017-07-01,2332
7307,RVJ,2017-07-01,2443
7308,RBZ,2017-07-01,1154
7312,RTH,2017-07-01,2921
7315,RK9,2017-07-01,3036
7317,RD3,2017-07-01,1634
7319,RHU,2017-07-01,2990
7323,RHW,2017-07-01,2918
7325,REF,2017-07-01,2774
7327,RH8,2017-07-01,1868
7329,RA2,2017-07-01,2087
7330,RD1,2017-07-01,2047
7332,RNZ,2017-07-01,1127
7340,RTP,2017-07-01,2503
7342,RBA,2017-07-01,1902
7344,RDZ,2017-07-01,2028
7346,RA9,2017-07-01,2614
7348,RHM,2017-07-01,3429
7350,RA7,2017-07-01,2901
7353,RYR,2017-07-01,3309
7355,RA3,2017-07-01,1032
7359,RA4,2017-07-01,1362
7360,RF4,2017-06-01,4481
7363,R1H,2017-06-01,6414
7368,RQM,2017-06-01,3542
7370,RJ6,2017-06-01,2122
7373,RVR,2017-06-01,3419
7375,RJ1,2017-06-01,3184
7379,RQX,2017-06-01,1680
7381,RYJ,2017-06-01,3262
7384,RJZ,2017-06-01,4626
7387,RAX,2017-06-01,1969
7389,RJ2,2017-06-01,4371
7391,R1K,2017-06-01,4890
7395,RAP,2017-06-01,2309
7397,RAL,2017-06-01,3696
7400,RJ7,2017-06-01,3847
7403,RAS,2017-06-01,1893
7407,RRV,2017-06-01,2147
7410,RKE,2017-06-01,1387
7413,RDD,2017-06-01,2818
7414,RC1,2017-06-01,1911
7416,RQ3,2017-06-01,874
7417,RJF,2017-06-01,1679
7419,RGT,2017-06-01,3493
7421,RFS,2017-06-01,1834
7423,RDE,2017-06-01,2201
7426,RTG,2017-06-01,3269
7430,RWH,2017-06-01,2878
7434,RLT,2017-06-01,1220
7437,RR1,2017-06-01,5604
7440,RGQ,2017-06-01,1964
7442,RGP,2017-06-01,1307
7444,RNQ,2017-06-01,2407
7448,RC9,2017-06-01,2468
7453,RQ8,2017-06-01,2270
7455,RD8,2017-06-01,1382
7458,RM1,2017-06-01,2599
7460,RGN,2017-06-01,3135
7462,RNS,2017-06-01,2738
7466,RX1,2017-06-01,3719
7473,RXK,2017-06-01,2938
7476,RK5,2017-06-01,2325
7478,RXW,2017-06-01,2268
7482,RJC,2017-06-01,1727
7484,RAJ,2017-06-01,2233
7487,RNA,2017-06-01,2426
7489,RQW,2017-06-01,1793
7490,RCX,2017-06-01,2201
7491,RL4,2017-06-01,2592
7493,RWD,2017-06-01,3360
7494,RRK,2017-06-01,2776
7495,RKB,2017-06-01,3954
7498,RWE,2017-06-01,4189
7500,RJE,2017-06-01,4571
7503,RBK,2017-06-01,2043
7506,RWG,2017-06-01,2864
7508,RGR,2017-06-01,1956
7509,RWP,2017-06-01,3174
7511,RLQ,2017-06-01,1161
7513,REM,2017-06-01,2396
7515,RCF,2017-06-01,951
7516,RBS,2017-06-01,978
7518,RFF,2017-06-01,2165
7519,RXL,2017-06-01,2161
7521,RMC,2017-06-01,2056
7523,RAE,2017-06-01,2968
7526,RWY,2017-06-01,2872
7527,RW3,2017-06-01,3412
7530,RLN,2017-06-01,2595
7533,RJR,2017-06-01,1442
7535,RXP,2017-06-01,3316
7538,RP5,2017-06-01,3234
7540,RJN,2017-06-01,938
7542,RXR,2017-06-01,2995
7544,RR7,2017-06-01,1470
7546,RCD,2017-06-01,937
7549,RWA,2017-06-01,3116
7552,RXN,2017-06-01,1716
7555,RR8,2017-06-01,5114
7561,RBT,2017-06-01,1827
7563,RXF,2017-06-01,4645
7564,RNL,2017-06-01,1936
7565,RVW,2017-06-01,1431
7569,RJL,2017-06-01,2386
7571,RTF,2017-06-01,4022
7573,RW6,2017-06-01,5433
7577,RQ6,2017-06-01,2226
7580,RM3,2017-06-01,2788
7582,RCU,2017-06-01,639
7583,RHQ,2017-06-01,2611
7586,RTR,2017-06-01,1961
7588,RE9,2017-06-01,1159
7590,RVY,2017-06-01,1836
7592,RBN,2017-06-01,3577
7594,RWJ,2017-06-01,2508
7595,RMP,2017-06-01,1729
7596,RTD,2017-06-01,2024
7599,RFR,2017-06-01,1538
7601,RM2,2017-06-01,2467
7602,RTX,2017-06-01,1928
7604,RWW,2017-06-01,2559
7607,RBL,2017-06-01,2445
7611,RRF,2017-06-01,2026
7612,RCB,2017-06-01,3444
7614,RTK,2017-06-01,1996
7620,RXH,2017-06-01,3468
7623,RXQ,2017-06-01,3109
7629,RN7,2017-06-01,2356
7631,RBD,2017-06-01,1361
7633,RVV,2017-06-01,3992
7635,RXC,2017-06-01,2681
7637,RDU,2017-06-01,5763
7639,RTE,2017-06-01,3606
7640,RN3,2017-06-01,1892
7642,RN5,2017-06-01,2302
7645,R1F,2017-06-01,868
7650,RWF,2017-06-01,3709
7652,RPA,2017-06-01,2258
7653,RVJ,2017-06-01,2342
7654,RBZ,2017-06-01,1122
7658,RTH,2017-06-01,2980
7661,RK9,2017-06-01,2891
7663,RD3,2017-06-01,1589
7665,RHU,2017-06-01,2964
7669,RHW,2017-06-01,3091
7671,REF,2017-06-01,2648
7673,RH8,2017-06-01,1871
7675,RA2,2017-06-01,2004
7676,RD1,2017-06-01,2029
7678,RNZ,2017-06-01,1038
7686,RTP,2017-06-01,2516
7688,RBA,2017-06-01,1838
7690,RDZ,2017-06-01,1843
7692,RA9,2017-06-01,2626
7694,RHM,2017-06-01,3314
7696,RA7,2017-06-01,2767
7698,RYR,2017-06-01,3210
7700,RA3,2017-06-01,1075
7704,RA4,2017-06-01,1396
7705,RF4,2017-05-01,4820
7708,R1H,2017-05-01,6339
7713,RQM,2017-05-01,3825
7715,RJ6,2017-05-01,2141
7718,RVR,2017-05-01,3659
7720,RJ1,2017-05-01,3284
7724,RQX,2017-05-01,1755
7726,RYJ,2017-05-01,3265
7729,RJZ,2017-05-01,4598
7732,RAX,2017-05-01,2075
7734,RJ2,2017-05-01,4449
7736,R1K,2017-05-01,4974
7740,RAP,2017-05-01,2439
7742,RAL,2017-05-01,4302
7745,RJ7,2017-05-01,4176
7748,RAS,2017-05-01,2120
7752,RRV,2017-05-01,2095
7755,RKE,2017-05-01,1369
7758,RDD,2017-05-01,2909
7759,RC1,2017-05-01,2096
7761,RQ3,2017-05-01,918
7762,RJF,2017-05-01,1734
7764,RGT,2017-05-01,3574
7766,RFS,2017-05-01,2018
7768,RDE,2017-05-01,2374
7771,RTG,2017-05-01,3440
7775,RWH,2017-05-01,2958
7779,RLT,2017-05-01,1223
7782,RR1,2017-05-01,5844
7785,RGQ,2017-05-01,2020
7787,RGP,2017-05-01,1294
7789,RNQ,2017-05-01,2590
7793,RC9,2017-05-01,2567
7798,RQ8,2017-05-01,2327
7800,RD8,2017-05-01,1444
7803,RM1,2017-05-01,2674
7805,RGN,2017-05-01,3177
7807,RNS,2017-05-01,2755
7811,RX1,2017-05-01,4040
7818,RXK,2017-05-01,3190
7821,RK5,2017-05-01,2361
7823,RXW,2017-05-01,2339
7827,RJC,2017-05-01,1768
7829,RAJ,2017-05-01,2314
7832,RNA,2017-05-01,2514
7834,RQW,2017-05-01,2017
7835,RCX,2017-05-01,2184
7836,RL4,2017-05-01,2726
7838,RWD,2017-05-01,3433
7839,RRK,2017-05-01,2846
7840,RKB,2017-05-01,4155
7843,RWE,2017-05-01,4167
7845,RJE,2017-05-01,4730
7848,RBK,2017-05-01,1990
7851,RWG,2017-05-01,2695
7853,RGR,2017-05-01,1992
7854,RWP,2017-05-01,3144
7856,RLQ,2017-05-01,1130
7858,REM,2017-05-01,2481
7860,RCF,2017-05-01,1060
7861,RBS,2017-05-01,984
7863,RFF,2017-05-01,2181
7864,RXL,2017-05-01,2244
7866,RMC,2017-05-01,2235
7868,RAE,2017-05-01,3160
7871,RWY,2017-05-01,2849
7872,RW3,2017-05-01,3701
7875,RLN,2017-05-01,2633
7878,RJR,2017-05-01,1579
7880,RXP,2017-05-01,3427
7883,RP5,2017-05-01,3351
7885,RJN,2017-05-01,979
7887,RXR,2017-05-01,3286
7889,RR7,2017-05-01,1526
7891,RCD,2017-05-01,1027
7894,RWA,2017-05-01,3365
7897,RXN,2017-05-01,1840
7900,RR8,2017-05-01,5512
7906,RBT,2017-05-01,1959
7908,RXF,2017-05-01,4875
7909,RNL,2017-05-01,2109
7910,RVW,2017-05-01,1533
7914,RJL,2017-05-01,2429
7916,RTF,2017-05-01,4051
7918,RW6,2017-05-01,5705
7922,RQ6,2017-05-01,2294
7925,RM3,2017-05-01,2757
7927,RCU,2017-05-01,698
7928,RHQ,2017-05-01,2887
7931,RTR,2017-05-01,1932
7933,RE9,2017-05-01,1210
7935,RVY,2017-05-01,1892
7937,RBN,2017-05-01,3667
7939,RWJ,2017-05-01,2703
7940,RMP,2017-05-01,1845
7941,RTD,2017-05-01,2196
7944,RFR,2017-05-01,1598
7946,RM2,2017-05-01,2537
7947,RTX,2017-05-01,2096
7949,RWW,2017-05-01,2772
7952,RBL,2017-05-01,2491
7956,RRF,2017-05-01,2124
7957,RCB,2017-05-01,3527
7959,RTK,2017-05-01,2037
7965,RXH,2017-05-01,3629
7968,RXQ,2017-05-01,3126
7974,RN7,2017-05-01,2490
7976,RBD,2017-05-01,1341
7978,RVV,2017-05-01,3504
7980,RXC,2017-05-01,2638
7982,RDU,2017-05-01,6090
7984,RTE,2017-05-01,3769
7985,RN3,2017-05-01,1972
7987,RN5,2017-05-01,2376
7990,R1F,2017-05-01,844
7994,RWF,2017-05-01,3746
7996,RPA,2017-05-01,2265
7997,RVJ,2017-05-01,2403
7998,RBZ,2017-05-01,1129
8002,RTH,2017-05-01,3192
8005,RK9,2017-05-01,3243
8007,RD3,2017-05-01,1711
8009,RHU,2017-05-01,2989
8013,RHW,2017-05-01,3071
8015,REF,2017-05-01,2801
8017,RH8,2017-05-01,1915
8019,RA2,2017-05-01,2047
8020,RD1,2017-05-01,2262
8022,RNZ,2017-05-01,1054
8030,RTP,2017-05-01,2644
8032,RBA,2017-05-01,1926
8034,RDZ,2017-05-01,1894
8036,RA9,2017-05-01,2687
8038,RHM,2017-05-01,3496
8040,RA7,2017-05-01,2835
8042,RYR,2017-05-01,3376
8044,RA3,2017-05-01,1111
8048,RA4,2017-05-01,1368
8049,RF4,2017-04-01,4704
8052,R1H,2017-04-01,6291
8057,RQM,2017-04-01,3375
8059,RJ6,2017-04-01,1994
8062,RVR,2017-04-01,3234
8064,RJ1,2017-04-01,2964
8068,RQX,2017-04-01,1631
8070,RYJ,2017-04-01,3208
8073,RJZ,2017-04-01,4384
8076,RAX,2017-04-01,1717
8078,RJ2,2017-04-01,4036
8080,R1K,2017-04-01,4810
8084,RAP,2017-04-01,2286
8086,RAL,2017-04-01,3755
8089,RJ7,2017-04-01,3688
8092,RAS,2017-04-01,1877
8096,RRV,2017-04-01,1981
8099,RKE,2017-04-01,1290
8102,RDD,2017-04-01,2491
8103,RC1,2017-04-01,1842
8105,RQ3,2017-04-01,930
8106,RJF,2017-04-01,1644
8108,RGT,2017-04-01,3358
8110,RFS,2017-04-01,1866
8112,RDE,2017-04-01,2304
8115,RTG,2017-04-01,3398
8119,RWH,2017-04-01,3067
8123,RLT,2017-04-01,1077
8126,RR1,2017-04-01,5487
8129,RGQ,2017-04-01,1927
8131,RGP,2017-04-01,1255
8133,RNQ,2017-04-01,2458
8137,RC9,2017-04-01,2307
8142,RQ8,2017-04-01,2192
8144,RD8,2017-04-01,1275
8147,RM1,2017-04-01,2546
8149,RGN,2017-04-01,3023
8151,RNS,2017-04-01,2592
8155,RX1,2017-04-01,3934
8162,RXK,2017-04-01,2896
8165,RK5,2017-04-01,2460
8167,RXW,2017-04-01,2239
8171,RJC,2017-04-01,1678
8173,RAJ,2017-04-01,2188
8176,RNA,2017-04-01,2409
8178,RQW,2017-04-01,1767
8179,RCX,2017-04-01,2132
8180,RL4,2017-04-01,2533
8182,RWD,2017-04-01,3341
8183,RRK,2017-04-01,2846
8184,RKB,2017-04-01,4097
8187,RWE,2017-04-01,3836
8190,RJE,2017-04-01,4393
8193,RBK,2017-04-01,1809
8196,RWG,2017-04-01,2487
8198,RGR,2017-04-01,1908
8199,RWP,2017-04-01,3100
8201,RLQ,2017-04-01,1062
8203,REM,2017-04-01,2511
8205,RCF,2017-04-01,1030
8206,RBS,2017-04-01,932
8208,RFF,2017-04-01,2067
8209,RXL,2017-04-01,2180
8211,RMC,2017-04-01,2014
8213,RAE,2017-04-01,2888
8216,RWY,2017-04-01,2721
8217,RW3,2017-04-01,3498
8220,RLN,2017-04-01,2492
8223,RJR,2017-04-01,1456
8225,RXP,2017-04-01,3375
8228,RP5,2017-04-01,3204
8230,RJN,2017-04-01,842
8232,RXR,2017-04-01,3077
8234,RR7,2017-04-01,1557
8236,RCD,2017-04-01,942
8239,RWA,2017-04-01,3257
8242,RXN,2017-04-01,1721
8245,RR8,2017-04-01,5003
8251,RBT,2017-04-01,1808
8253,RXF,2017-04-01,4372
8254,RNL,2017-04-01,1911
8255,RVW,2017-04-01,1490
8259,RJL,2017-04-01,2447
8261,RTF,2017-04-01,3974
8263,RW6,2017-04-01,5169
8267,RQ6,2017-04-01,2280
8270,RM3,2017-04-01,2485
8272,RCU,2017-04-01,610
8273,RHQ,2017-04-01,2792
8276,RTR,2017-04-01,1827
8278,RE9,2017-04-01,1200
8280,RVY,2017-04-01,1774
8282,RBN,2017-04-01,3430
8284,RWJ,2017-04-01,2597
8285,RMP,2017-04-01,1685
8286,RTD,2017-04-01,2097
8289,RFR,2017-04-01,1545
8291,RM2,2017-04-01,2493
8292,RTX,2017-04-01,2012
8294,RWW,2017-04-01,2635
8297,RBL,2017-04-01,2535
8301,RRF,2017-04-01,1942
8302,RCB,2017-04-01,3374
8304,RTK,2017-04-01,1880
8310,RXH,2017-04-01,3489
8313,RXQ,2017-04-01,2644
8319,RN7,2017-04-01,2452
8321,RBD,2017-04-01,1242
8323,RVV,2017-04-01,3322
8325,RXC,2017-04-01,2548
8327,RDU,2017-04-01,5567
8329,RTE,2017-04-01,3483
8330,RN3,2017-04-01,1863
8332,RN5,2017-04-01,2254
8335,R1F,2017-04-01,700
8339,RWF,2017-04-01,3565
8341,RPA,2017-04-01,2076
8342,RVJ,2017-04-01,2389
