index,org_code,period,admissions
2097,RYJ,2016-09-01,3219
2100,RJZ,2016-09-01,4482
2103,RAX,2016-09-01,1641
2105,RJ2,2016-09-01,4715
2107,R1K,2016-09-01,5086
2111,RAP,2016-09-01,2651
2115,RAL,2016-09-01,3862
2118,RJ7,2016-09-01,3704
2121,RAS,2016-09-01,1744
2125,RKE,2016-09-01,1205
2126,RRV,2016-09-01,2016
2130,RDD,2016-09-01,2176
2131,RC1,2016-09-01,1891
2133,RQ3,2016-09-01,1010
2134,RJF,2016-09-01,1619
2136,RGT,2016-09-01,2860
2138,RFS,2016-09-01,1868
2140,RDE,2016-09-01,2526
2143,RTG,2016-09-01,3318
2147,RWH,2016-09-01,3011
2151,RLT,2016-09-01,1091
2155,RR1,2016-09-01,5709
2158,RQQ,2016-09-01,917
2159,RGQ,2016-09-01,1990
2161,RGP,2016-09-01,1203
2162,RNQ,2016-09-01,2387
2166,RC9,2016-09-01,2318
2171,RQ8,2016-09-01,2128
2173,RD8,2016-09-01,1219
2175,RM1,2016-09-01,2452
2178,RGN,2016-09-01,2167
2180,RNS,2016-09-01,2652
2184,RX1,2016-09-01,3805
2191,RXK,2016-09-01,2936
2194,RK5,2016-09-01,2575
2196,RXW,2016-09-01,2038
2202,RJC,2016-09-01,1587
2204,RAJ,2016-09-01,2125
2206,RNA,2016-09-01,2407
2208,RQW,2016-09-01,1352
2210,RCX,2016-09-01,1920
2211,RL4,2016-09-01,2556
2213,RWD,2016-09-01,3392
2214,RRK,2016-09-01,2693
2215,RKB,2016-09-01,3835
2218,RWE,2016-09-01,3448
2221,RJE,2016-09-01,4183
2224,RBK,2016-09-01,1854
2227,RWG,2016-09-01,2807
2229,RGR,2016-09-01,1979
2230,RWP,2016-09-01,2687
2233,RLQ,2016-09-01,1045
2235,REM,2016-09-01,2130
2237,RCF,2016-09-01,928
2238,RBS,2016-09-01,1025
2239,RFF,2016-09-01,1995
2240,RXL,2016-09-01,1927
2242,RMC,2016-09-01,2177
2243,RAE,2016-09-01,2778
2246,RWY,2016-09-01,2489
2248,RW3,2016-09-01,3787
2251,RLN,2016-09-01,2725
2254,RJR,2016-09-01,1600
2256,RXP,2016-09-01,3079
2259,RP5,2016-09-01,3305
2261,RJN,2016-09-01,977
2263,RXR,2016-09-01,3204
2266,RR7,2016-09-01,1545
2268,RCD,2016-09-01,857
2270,RWA,2016-09-01,1587
2273,RXN,2016-09-01,1793
2276,RR8,2016-09-01,6265
2282,RBT,2016-09-01,1900
2284,RXF,2016-09-01,4321
2285,RNL,2016-09-01,1922
2286,RVW,2016-09-01,1612
2290,RJL,2016-09-01,2463
2292,RTF,2016-09-01,3960
2294,RW6,2016-09-01,4625
2297,RQ6,2016-09-01,2105
2300,RM3,2016-09-01,2696
2301,RCU,2016-09-01,635
2302,RHQ,2016-09-01,2646
2305,RTR,2016-09-01,1920
2307,RE9,2016-09-01,1222
2309,RVY,2016-09-01,1875
2311,RBN,2016-09-01,3252
2313,RWJ,2016-09-01,2270
2314,RMP,2016-09-01,1710
2315,RTD,2016-09-01,2255
2318,RFR,2016-09-01,1302
2319,RM2,2016-09-01,2575
2320,RTX,2016-09-01,2053
2322,RWW,2016-09-01,2610
2325,RBL,2016-09-01,2334
2328,RRF,2016-09-01,1809
2329,RCB,2016-09-01,3272
2331,RTK,2016-09-01,1957
2336,RXH,2016-09-01,3261
2339,RXQ,2016-09-01,2867
2345,RN7,2016-09-01,2301
2347,RBD,2016-09-01,1275
2349,RVV,2016-09-01,3150
2351,RXC,2016-09-01,2435
2352,RDU,2016-09-01,6141
2354,RTE,2016-09-01,3457
2355,RN3,2016-09-01,2203
2357,RN5,2016-09-01,2206
2360,R1F,2016-09-01,800
2364,RWF,2016-09-01,3355
2366,RPA,2016-09-01,2028
2367,RVJ,2016-09-01,2598
2368,RBZ,2016-09-01,1138
2372,RTH,2016-09-01,3188
2375,RK9,2016-09-01,2710
2377,RD3,2016-09-01,1666
2378,RHU,2016-09-01,3013
2382,RHW,2016-09-01,3296
2384,REF,2016-09-01,2527
2386,RH8,2016-09-01,1803
2387,RA2,2016-09-01,2030
2388,RD1,2016-09-01,1982
2390,RNZ,2016-09-01,1029
2397,RTP,2016-09-01,2349
2399,RBA,2016-09-01,1739
2401,RDZ,2016-09-01,1767
2403,RA9,2016-09-01,2479
2405,RHM,2016-09-01,3043
2407,RA7,2016-09-01,2712
2409,RYR,2016-09-01,3238
2411,RA3,2016-09-01,975
2416,RA4,2016-09-01,871
2417,RF4,2016-08-01,4271
2420,R1H,2016-08-01,6570
2425,RQM,2016-08-01,3198
2427,RJ6,2016-08-01,1658
2431,RVR,2016-08-01,2957
2433,RJ1,2016-08-01,3086
2437,RQX,2016-08-01,1522
2439,RYJ,2016-08-01,3307
2442,RJZ,2016-08-01,4394
2445,RAX,2016-08-01,1557
2447,RJ2,2016-08-01,4413
2449,R1K,2016-08-01,5113
2453,RAP,2016-08-01,2656
2458,RAL,2016-08-01,3636
2461,RJ7,2016-08-01,3685
2464,RAS,2016-08-01,1481
2468,RKE,2016-08-01,1262
2469,RRV,2016-08-01,1973
2473,RDD,2016-08-01,2080
2474,RC1,2016-08-01,1686
2477,RQ3,2016-08-01,790
2478,RJF,2016-08-01,1598
2480,RGT,2016-08-01,3087
2482,RFS,2016-08-01,1871
2484,RDE,2016-08-01,2401
2487,RTG,2016-08-01,3242
2491,RWH,2016-08-01,2961
2495,RLT,2016-08-01,1087
2499,RR1,2016-08-01,5605
2502,RQQ,2016-08-01,930
2503,RGQ,2016-08-01,1961
2505,RGP,2016-08-01,1175
2506,RNQ,2016-08-01,2337
2510,RC9,2016-08-01,2347
2515,RQ8,2016-08-01,2047
2517,RD8,2016-08-01,1368
2519,RM1,2016-08-01,2669
2522,RGN,2016-08-01,2146
2524,RNS,2016-08-01,2585
2528,RX1,2016-08-01,3756
2535,RXK,2016-08-01,2802
2538,RK5,2016-08-01,2447
2540,RXW,2016-08-01,2128
2546,RJC,2016-08-01,1596
2548,RAJ,2016-08-01,2252
2550,RNA,2016-08-01,2657
2552,RQW,2016-08-01,1418
2554,RCX,2016-08-01,1900
2555,RL4,2016-08-01,2537
2557,RWD,2016-08-01,3517
2558,RRK,2016-08-01,2754
2559,RKB,2016-08-01,3802
2562,RWE,2016-08-01,3319
2565,RJE,2016-08-01,4230
2568,RBK,2016-08-01,1759
2571,RWG,2016-08-01,2695
2573,RGR,2016-08-01,1924
2575,RWP,2016-08-01,2807
2578,RLQ,2016-08-01,969
2580,REM,2016-08-01,2125
2582,RCF,2016-08-01,1050
2583,RBS,2016-08-01,845
2584,RFF,2016-08-01,1908
2585,RXL,2016-08-01,1961
2587,RMC,2016-08-01,2150
2588,RAE,2016-08-01,2664
2591,RWY,2016-08-01,2434
2593,RW3,2016-08-01,3585
2596,RLN,2016-08-01,2628
2599,RJR,2016-08-01,1568
2601,RXP,2016-08-01,3139
2604,RP5,2016-08-01,3361
2606,RJN,2016-08-01,939
2608,RXR,2016-08-01,3012
2611,RR7,2016-08-01,1578
2613,RCD,2016-08-01,851
2615,RWA,2016-08-01,1513
2618,RXN,2016-08-01,1865
2621,RR8,2016-08-01,6333
2627,RBT,2016-08-01,1926
2629,RXF,2016-08-01,4185
2630,RNL,2016-08-01,1877
2631,RVW,2016-08-01,1443
2635,RJL,2016-08-01,2573
2637,RTF,2016-08-01,3767
2639,RW6,2016-08-01,4764
2642,RQ6,2016-08-01,2342
2645,RM3,2016-08-01,2681
2646,RCU,2016-08-01,497
2647,RHQ,2016-08-01,2671
2650,RTR,2016-08-01,1975
2652,RE9,2016-08-01,1253
2654,RVY,2016-08-01,1825
2656,RBN,2016-08-01,3128
2658,RWJ,2016-08-01,2345
2659,RMP,2016-08-01,1767
2660,RTD,2016-08-01,2307
2663,RFR,2016-08-01,1380
2664,RM2,2016-08-01,2607
2665,RTX,2016-08-01,2215
2667,RWW,2016-08-01,2617
2670,RBL,2016-08-01,2400
2673,RRF,2016-08-01,1857
2674,RCB,2016-08-01,3263
2676,RTK,2016-08-01,1822
2681,RXH,2016-08-01,3283
2684,RXQ,2016-08-01,2645
2690,RN7,2016-08-01,2116
2692,RBD,2016-08-01,1256
2694,RVV,2016-08-01,3272
2696,RXC,2016-08-01,2533
2697,RDU,2016-08-01,5754
2699,RTE,2016-08-01,3597
2700,RN3,2016-08-01,2260
2702,RN5,2016-08-01,2272
2705,R1F,2016-08-01,803
2709,RWF,2016-08-01,3411
2711,RPA,2016-08-01,2071
2712,RVJ,2016-08-01,2540
2713,RBZ,2016-08-01,1196
2717,RTH,2016-08-01,3150
2720,RK9,2016-08-01,2684
2722,RD3,2016-08-01,1616
2723,RHU,2016-08-01,3061
2727,RHW,2016-08-01,3076
2729,REF,2016-08-01,2805
2731,RH8,2016-08-01,1735
2732,RA2,2016-08-01,1830
2733,RD1,2016-08-01,2074
2735,RNZ,2016-08-01,986
2742,RTP,2016-08-01,2477
2744,RBA,2016-08-01,1799
2746,RDZ,2016-08-01,1865
2748,RA9,2016-08-01,2533
2750,RHM,2016-08-01,3027
2752,RA7,2016-08-01,2650
2754,RYR,2016-08-01,3257
2756,RA3,2016-08-01,993
2761,RA4,2016-08-01,1012
2762,RF4,2016-07-01,4091
2765,R1H,2016-07-01,6576
2770,RQM,2016-07-01,3321
2772,RJ6,2016-07-01,1967
2776,RVR,2016-07-01,3370
2778,RJ1,2016-07-01,3057
2782,RQX,2016-07-01,1641
2784,RYJ,2016-07-01,3317
2787,RJZ,2016-07-01,4486
2790,RAX,2016-07-01,1637
2792,RJ2,2016-07-01,4459
2794,R1K,2016-07-01,5374
2798,RAP,2016-07-01,2356
2803,RAL,2016-07-01,4008
2806,RJ7,2016-07-01,3712
2809,RAS,2016-07-01,1707
2814,RKE,2016-07-01,1392
2815,RRV,2016-07-01,2044
2819,RDD,2016-07-01,2184
2820,RC1,2016-07-01,1833
2823,RQ3,2016-07-01,902
2824,RJF,2016-07-01,1598
2826,RGT,2016-07-01,3123
2828,RFS,2016-07-01,1948
2830,RDE,2016-07-01,2441
2833,RTG,2016-07-01,3537
2837,RWH,2016-07-01,3211
2841,RLT,2016-07-01,1137
2845,RR1,2016-07-01,5841
2848,RQQ,2016-07-01,865
2849,RGQ,2016-07-01,2095
2851,RGP,2016-07-01,1191
2852,RNQ,2016-07-01,2581
2856,RC9,2016-07-01,2420
2861,RQ8,2016-07-01,1977
2863,RD8,2016-07-01,1372
2865,RM1,2016-07-01,2891
2868,RGN,2016-07-01,2215
2870,RNS,2016-07-01,2845
2874,RX1,2016-07-01,3957
2881,RXK,2016-07-01,3141
2884,RK5,2016-07-01,2608
2886,RXW,2016-07-01,2254
2892,RJC,2016-07-01,1671
2894,RAJ,2016-07-01,2168
2896,RNA,2016-07-01,2599
2898,RQW,2016-07-01,1405
2900,RCX,2016-07-01,1905
2901,RL4,2016-07-01,2694
2903,RWD,2016-07-01,3653
2904,RRK,2016-07-01,2744
2905,RKB,2016-07-01,3639
2908,RWE,2016-07-01,3381
2911,RJE,2016-07-01,4396
2914,RBK,2016-07-01,1881
2917,RWG,2016-07-01,2915
2919,RGR,2016-07-01,2022
2921,RWP,2016-07-01,3000
2924,RLQ,2016-07-01,944
2926,REM,2016-07-01,2296
2928,RCF,2016-07-01,1103
2929,RBS,2016-07-01,1140
2930,RFF,2016-07-01,2140
2931,RXL,2016-07-01,2166
2933,RMC,2016-07-01,2325
2934,RAE,2016-07-01,2919
2937,RWY,2016-07-01,2657
2939,RW3,2016-07-01,3673
2942,RLN,2016-07-01,2754
2945,RJR,2016-07-01,1816
2947,RXP,2016-07-01,3295
2950,RP5,2016-07-01,3151
2952,RJN,2016-07-01,900
2954,RXR,2016-07-01,3303
2957,RR7,2016-07-01,1743
2959,RCD,2016-07-01,972
2961,RWA,2016-07-01,1744
2964,RXN,2016-07-01,2037
2967,RR8,2016-07-01,6605
2973,RBT,2016-07-01,1986
2975,RXF,2016-07-01,4463
2976,RNL,2016-07-01,1926
2977,RVW,2016-07-01,1635
2981,RJL,2016-07-01,2559
2983,RTF,2016-07-01,3995
2985,RW6,2016-07-01,4749
2988,RQ6,2016-07-01,2316
2991,RM3,2016-07-01,2777
2992,RCU,2016-07-01,611
2993,RHQ,2016-07-01,2810
2996,RTR,2016-07-01,2100
2998,RE9,2016-07-01,1209
3000,RVY,2016-07-01,1882
3002,RBN,2016-07-01,3364
3004,RWJ,2016-07-01,2405
3005,RMP,2016-07-01,1776
3006,RTD,2016-07-01,2444
3009,RFR,2016-07-01,1496
3010,RM2,2016-07-01,2620
3011,RTX,2016-07-01,2247
3013,RWW,2016-07-01,2801
3016,RBL,2016-07-01,2339
3019,RRF,2016-07-01,2006
3020,RCB,2016-07-01,3264
3022,RTK,2016-07-01,1993
3027,RXH,2016-07-01,3593
3030,RXQ,2016-07-01,2826
3036,RN7,2016-07-01,2318
3037,RBD,2016-07-01,1380
3039,RVV,2016-07-01,3232
3041,RXC,2016-07-01,2618
3042,RDU,2016-07-01,6382
3044,RTE,2016-07-01,3757
3045,RN3,2016-07-01,2355
3047,RN5,2016-07-01,2371
3050,R1F,2016-07-01,867
3054,RWF,2016-07-01,3388
3056,RPA,2016-07-01,2199
3057,RVJ,2016-07-01,2561
3058,RBZ,2016-07-01,1175
3062,RTH,2016-07-01,3324
3065,RK9,2016-07-01,2773
3067,RD3,2016-07-01,1612
3068,RHU,2016-07-01,2941
3072,RHW,2016-07-01,3341
3074,REF,2016-07-01,2789
3076,RH8,2016-07-01,1716
3077,RA2,2016-07-01,1875
3078,RD1,2016-07-01,2151
3080,RNZ,2016-07-01,1083
3087,RTP,2016-07-01,2447
3089,RBA,2016-07-01,1705
3091,RDZ,2016-07-01,1791
3093,RA9,2016-07-01,2657
3095,RHM,2016-07-01,3254
3097,RA7,2016-07-01,2863
3099,RYR,2016-07-01,3412
3101,RA3,2016-07-01,1085
3106,RA4,2016-07-01,934
3107,RF4,2016-06-01,4069
3110,R1H,2016-06-01,6484
3115,RQM,2016-06-01,3398
3117,RJ6,2016-06-01,1885
3121,RVR,2016-06-01,3033
3123,RJ1,2016-06-01,3137
3127,RQX,2016-06-01,1580
3129,RYJ,2016-06-01,3378
3132,RJZ,2016-06-01,4577
3135,RAX,2016-06-01,1650
3137,RJ2,2016-06-01,4004
3139,R1K,2016-06-01,5364
3143,RAP,2016-06-01,2640
3148,RAL,2016-06-01,4035
3151,RJ7,2016-06-01,3820
3154,RAS,2016-06-01,1649
3159,RKE,2016-06-01,1322
3160,RRV,2016-06-01,2075
3164,RDD,2016-06-01,2038
3165,RC1,2016-06-01,1802
3168,RQ3,2016-06-01,842
3169,RJF,2016-06-01,1574
3171,RGT,2016-06-01,2853
3173,RFS,2016-06-01,1902
3175,RDE,2016-06-01,2340
3178,RTG,2016-06-01,3405
3182,RWH,2016-06-01,3025
3186,RLT,2016-06-01,1136
3190,RR1,2016-06-01,5940
3193,RQQ,2016-06-01,804
3194,RGQ,2016-06-01,1978
3196,RGP,2016-06-01,1056
3197,RNQ,2016-06-01,2430
3201,RC9,2016-06-01,2392
3206,RQ8,2016-06-01,1844
3208,RD8,2016-06-01,1380
3210,RM1,2016-06-01,2808
3213,RGN,2016-06-01,2214
3215,RNS,2016-06-01,2737
3219,RX1,2016-06-01,3835
3226,RXK,2016-06-01,3056
3229,RK5,2016-06-01,2554
3231,RXW,2016-06-01,2151
3237,RJC,2016-06-01,1620
3239,RAJ,2016-06-01,2224
3241,RNA,2016-06-01,2508
3243,RQW,2016-06-01,2014
3245,RCX,2016-06-01,1861
3246,RL4,2016-06-01,2648
3248,RWD,2016-06-01,3539
3249,RRK,2016-06-01,2747
3250,RKB,2016-06-01,3650
3253,RWE,2016-06-01,3498
3256,RJE,2016-06-01,4564
3259,RBK,2016-06-01,1777
3262,RWG,2016-06-01,2906
3264,RGR,2016-06-01,1888
3266,RWP,2016-06-01,2864
3269,RLQ,2016-06-01,860
3271,REM,2016-06-01,2283
3273,RCF,2016-06-01,979
3274,RBS,2016-06-01,1082
3275,RFF,2016-06-01,1993
3276,RXL,2016-06-01,2039
3278,RMC,2016-06-01,2131
3279,RAE,2016-06-01,2747
3282,RWY,2016-06-01,2524
3284,RW3,2016-06-01,3456
3287,RLN,2016-06-01,2648
3290,RJR,2016-06-01,1721
3292,RXP,2016-06-01,3075
3295,RP5,2016-06-01,3109
3297,RJN,2016-06-01,902
3299,RXR,2016-06-01,3084
3302,RR7,2016-06-01,1666
3304,RCD,2016-06-01,845
3306,RWA,2016-06-01,1501
3309,RXN,2016-06-01,1856
3312,RR8,2016-06-01,6408
3318,RBT,2016-06-01,1994
3320,RXF,2016-06-01,4437
3321,RNL,2016-06-01,1896
3322,RVW,2016-06-01,1537
3326,RJL,2016-06-01,2432
3328,RTF,2016-06-01,3754
3330,RW6,2016-06-01,4622
3333,RQ6,2016-06-01,2177
3336,RM3,2016-06-01,2713
3337,RCU,2016-06-01,680
3338,RHQ,2016-06-01,2765
3341,RTR,2016-06-01,1971
3343,RE9,2016-06-01,1257
3345,RVY,2016-06-01,1989
3347,RBN,2016-06-01,3169
3349,RWJ,2016-06-01,2306
3350,RMP,2016-06-01,1767
3351,RTD,2016-06-01,2118
3354,RFR,2016-06-01,1374
3355,RM2,2016-06-01,2284
3356,RTX,2016-06-01,2209
3358,RWW,2016-06-01,2536
3361,RBL,2016-06-01,2296
3364,RRF,2016-06-01,1828
3365,RCB,2016-06-01,3111
3367,RTK,2016-06-01,1895
3372,RXH,2016-06-01,3519
3375,RXQ,2016-06-01,2728
3382,RN7,2016-06-01,2346
3383,RBD,2016-06-01,1340
3385,RVV,2016-06-01,3170
3387,RXC,2016-06-01,2584
3388,RDU,2016-06-01,6026
3390,RTE,2016-06-01,3558
3391,RN3,2016-06-01,2276
3393,RN5,2016-06-01,2214
3396,R1F,2016-06-01,803
3400,RWF,2016-06-01,3097
3402,RPA,2016-06-01,2059
3403,RVJ,2016-06-01,2369
3404,RBZ,2016-06-01,1191
3408,RTH,2016-06-01,3194
3411,RK9,2016-06-01,2526
3413,RD3,2016-06-01,1547
3414,RHU,2016-06-01,3031
3418,RHW,2016-06-01,3084
3420,REF,2016-06-01,2528
3422,RH8,2016-06-01,1865
3423,RA2,2016-06-01,1938
3424,RD1,2016-06-01,2119
3426,RNZ,2016-06-01,1028
3433,RTP,2016-06-01,2534
3435,RBA,2016-06-01,1523
3437,RDZ,2016-06-01,1752
3439,RA9,2016-06-01,2472
3441,RHM,2016-06-01,3074
3443,RA7,2016-06-01,2688
3445,RYR,2016-06-01,3246
3447,RA3,2016-06-01,1014
3452,RA4,2016-06-01,1057
3453,RF4,2016-05-01,4306
3456,R1H,2016-05-01,6673
3461,RQM,2016-05-01,3590
3463,RJ6,2016-05-01,2025
3467,RVR,2016-05-01,3056
3469,RJ1,2016-05-01,3154
3473,RQX,2016-05-01,1612
3475,RYJ,2016-05-01,3388
3478,RJZ,2016-05-01,4531
3481,RAX,2016-05-01,1638
3483,RJ2,2016-05-01,3909
3485,R1K,2016-05-01,5487
3489,RAP,2016-05-01,2215
3494,RAL,2016-05-01,4251
3497,RJ7,2016-05-01,3764
3500,RAS,2016-05-01,1697
3505,RKE,2016-05-01,1407
3506,RRV,2016-05-01,2052
3510,RDD,2016-05-01,2023
3511,RC1,2016-05-01,1848
3514,RQ3,2016-05-01,875
3515,RJF,2016-05-01,1633
3517,RGT,2016-05-01,3135
3519,RFS,2016-05-01,1999
3521,RDE,2016-05-01,2482
3524,RTG,2016-05-01,3598
3528,RWH,2016-05-01,3148
3532,RLT,2016-05-01,1209
3536,RR1,2016-05-01,6023
3539,RQQ,2016-05-01,954
3540,RGQ,2016-05-01,2146
3542,RGP,2016-05-01,1123
3543,RNQ,2016-05-01,2450
3547,RC9,2016-05-01,2505
3552,RQ8,2016-05-01,1945
3554,RD8,2016-05-01,1387
3556,RM1,2016-05-01,2955
3559,RGN,2016-05-01,2373
3561,RNS,2016-05-01,2870
3565,RX1,2016-05-01,3828
3572,RXK,2016-05-01,3256
3575,RK5,2016-05-01,2663
3577,RXW,2016-05-01,2298
3583,RJC,2016-05-01,1633
3585,RAJ,2016-05-01,2322
3587,RNA,2016-05-01,2581
3589,RQW,2016-05-01,2062
3591,RCX,2016-05-01,1847
3592,RL4,2016-05-01,2771
3594,RWD,2016-05-01,3704
3595,RRK,2016-05-01,2878
3596,RKB,2016-05-01,3882
3599,RWE,2016-05-01,3622
3602,RJE,2016-05-01,4751
3605,RBK,2016-05-01,1848
3608,RWG,2016-05-01,2864
3610,RGR,2016-05-01,1880
3612,RWP,2016-05-01,3111
3615,RLQ,2016-05-01,899
3617,REM,2016-05-01,2556
3619,RCF,2016-05-01,1028
3620,RBS,2016-05-01,1026
3621,RFF,2016-05-01,2057
3622,RXL,2016-05-01,1981
3624,RMC,2016-05-01,2304
3625,RAE,2016-05-01,2836
3628,RWY,2016-05-01,2658
3630,RW3,2016-05-01,3716
3633,RLN,2016-05-01,2618
3636,RJR,2016-05-01,1831
3638,RXP,2016-05-01,3266
3641,RP5,2016-05-01,3340
3643,RJN,2016-05-01,910
3645,RXR,2016-05-01,3227
3648,RR7,2016-05-01,1775
3650,RCD,2016-05-01,930
3652,RWA,2016-05-01,1627
3655,RXN,2016-05-01,2032
3658,RR8,2016-05-01,6756
3664,RBT,2016-05-01,2148
3666,RXF,2016-05-01,4531
3667,RNL,2016-05-01,1982
3668,RVW,2016-05-01,1559
3672,RJL,2016-05-01,2598
3674,RTF,2016-05-01,3913
3676,RW6,2016-05-01,4946
3679,RQ6,2016-05-01,2409
3682,RM3,2016-05-01,2993
3683,RCU,2016-05-01,678
3684,RHQ,2016-05-01,2796
3687,RTR,2016-05-01,2108
3689,RE9,2016-05-01,1381
3691,RVY,2016-05-01,2001
3693,RBN,2016-05-01,3297
3695,RWJ,2016-05-01,2376
3696,RMP,2016-05-01,1881
3697,RTD,2016-05-01,2366
3700,RFR,2016-05-01,1468
3701,RM2,2016-05-01,2376
3702,RTX,2016-05-01,2259
3704,RWW,2016-05-01,2780
3707,RBL,2016-05-01,2299
3710,RRF,2016-05-01,1883
3711,RCB,2016-05-01,3238
3713,RTK,2016-05-01,2003
3718,RXH,2016-05-01,3378
3721,RXQ,2016-05-01,2819
3728,RN7,2016-05-01,2214
3729,RBD,2016-05-01,1284
3731,RVV,2016-05-01,3284
3733,RXC,2016-05-01,2619
3734,RDU,2016-05-01,6159
3736,RTE,2016-05-01,3867
3737,RN3,2016-05-01,2269
3739,RN5,2016-05-01,2247
3742,R1F,2016-05-01,793
3746,RWF,2016-05-01,3359
3748,RPA,2016-05-01,2126
3749,RVJ,2016-05-01,2434
3750,RBZ,2016-05-01,1233
3753,RTH,2016-05-01,3520
3756,RK9,2016-05-01,2671
3758,RD3,2016-05-01,1643
3759,RHU,2016-05-01,3094
3763,RHW,2016-05-01,3278
3765,REF,2016-05-01,2625
3767,RH8,2016-05-01,2006
3768,RA2,2016-05-01,1721
3769,RD1,2016-05-01,2031
3771,RNZ,2016-05-01,1223
3778,RTP,2016-05-01,2598
3780,RBA,2016-05-01,1648
3782,RDZ,2016-05-01,1890
3784,RA9,2016-05-01,2631
3786,RHM,2016-05-01,3196
3788,RA7,2016-05-01,2789
3790,RYR,2016-05-01,3389
3792,RA3,2016-05-01,1056
3797,RA4,2016-05-01,1334
3798,RF4,2016-04-01,4074
3801,R1H,2016-04-01,6424
3806,RQM,2016-04-01,3415
3808,RJ6,2016-04-01,1919
3812,RVR,2016-04-01,2950
3814,RJ1,2016-04-01,2910
3818,RQX,2016-04-01,1569
3820,RYJ,2016-04-01,3220
3823,RJZ,2016-04-01,4504
3826,RAX,2016-04-01,1541
3828,RJ2,2016-04-01,3516
3830,R1K,2016-04-01,5141
3834,RAP,2016-04-01,2153
3839,RAL,2016-04-01,3785
3842,RJ7,2016-04-01,3424
3845,RAS,2016-04-01,1632
3850,RKE,2016-04-01,1261
3851,RRV,2016-04-01,2005
3855,RDD,2016-04-01,2104
3856,RC1,2016-04-01,1769
3859,RQ3,2016-04-01,919
3860,RJF,2016-04-01,1605
3862,RGT,2016-04-01,2918
3864,RFS,2016-04-01,1887
3866,RDE,2016-04-01,2385
3869,RTG,2016-04-01,3461
3873,RWH,2016-04-01,2714
3877,RLT,2016-04-01,1023
3881,RR1,2016-04-01,5629
3884,RQQ,2016-04-01,831
3885,RGQ,2016-04-01,2103
3887,RGP,2016-04-01,1038
3888,RNQ,2016-04-01,2061
3892,RC9,2016-04-01,2251
3897,RQ8,2016-04-01,1892
3899,RD8,2016-04-01,1394
3901,RM1,2016-04-01,2692
3904,RGN,2016-04-01,2209
3906,RNS,2016-04-01,2755
3910,RX1,2016-04-01,3700
3917,RXK,2016-04-01,3175
3920,RK5,2016-04-01,2446
3922,RXW,2016-04-01,2108
3928,RJC,2016-04-01,1557
3930,RAJ,2016-04-01,2279
3933,RNA,2016-04-01,2310
3935,RQW,2016-04-01,1851
3937,RCX,2016-04-01,1858
3938,RL4,2016-04-01,2740
3940,RWD,2016-04-01,3409
3941,RRK,2016-04-01,2744
3942,RKB,2016-04-01,3577
3945,RWE,2016-04-01,3383
3948,RJE,2016-04-01,4622
3951,RBK,2016-04-01,1757
3954,RWG,2016-04-01,2379
3956,RGR,2016-04-01,1616
3958,RWP,2016-04-01,2931
3961,RLQ,2016-04-01,823
3963,REM,2016-04-01,2379
3965,RCF,2016-04-01,1007
3966,RBS,2016-04-01,937
3967,RFF,2016-04-01,2012
3968,RXL,2016-04-01,1916
3970,RMC,2016-04-01,2182
3971,RAE,2016-04-01,2775
3974,RWY,2016-04-01,2478
3976,RW3,2016-04-01,3347
3979,RLN,2016-04-01,2525
3982,RJR,2016-04-01,1891
3984,RXP,2016-04-01,3071
3987,RP5,2016-04-01,3070
3989,RJN,2016-04-01,859
3991,RXR,2016-04-01,2927
3994,RR7,2016-04-01,1606
3996,RCD,2016-04-01,839
3998,RWA,2016-04-01,1332
4001,RXN,2016-04-01,1947
4004,RR8,2016-04-01,6258
4010,RBT,2016-04-01,1875
4012,RXF,2016-04-01,4113
4013,RNL,2016-04-01,1869
4014,RVW,2016-04-01,1409
4018,RJL,2016-04-01,2556
4020,RTF,2016-04-01,3491
4022,RW6,2016-04-01,4741
4025,RQ6,2016-04-01,2200
4028,RM3,2016-04-01,2652
4029,RCU,2016-04-01,637
4031,RTR,2016-04-01,1979
4033,RE9,2016-04-01,1207
4035,RVY,2016-04-01,1876
4037,RBN,2016-04-01,3046
4039,RWJ,2016-04-01,2240
4040,RMP,2016-04-01,1762
4041,RTD,2016-04-01,2142
4044,RFR,2016-04-01,1348
4045,RM2,2016-04-01,2385
4046,RTX,2016-04-01,2087
4048,RWW,2016-04-01,2643
4051,RBL,2016-04-01,2199
4054,RRF,2016-04-01,1787
4055,RCB,2016-04-01,3008
4057,RTK,2016-04-01,1845
4062,RXH,2016-04-01,2857
4065,RXQ,2016-04-01,2553
4072,RN7,2016-04-01,2172
4073,RBD,2016-04-01,1308
4075,RVV,2016-04-01,2999
4077,RXC,2016-04-01,2622
4078,RDU,2016-04-01,5624
4080,RTE,2016-04-01,3771
4081,RN3,2016-04-01,2138
4083,RN5,2016-04-01,2061
4086,R1F,2016-04-01,821
4090,RWF,2016-04-01,3180
4092,RPA,2016-04-01,2020
4093,RVJ,2016-04-01,2271
4094,RBZ,2016-04-01,1105
4097,RTH,2016-04-01,3092
4100,RK9,2016-04-01,2429
4102,RD3,2016-04-01,1577
4103,RHU,2016-04-01,2905
4107,RHW,2016-04-01,3071
4109,REF,2016-04-01,2553
4111,RH8,2016-04-01,1848
4112,RA2,2016-04-01,1451
4113,RD1,2016-04-01,2124
4115,RNZ,2016-04-01,1048
4122,RTP,2016-04-01,2278
4124,RBA,2016-04-01,1578
